ENTITY_TYPE,ENTITY_ID,LEFT_TABLE,LEFT_KEY,RIGHT_TABLE,RIGHT_KEY,NOTE
aircraft,aircraft:AC-0847,faa_master,59147|17239494,ntsb_events,20210528X43166,
aircraft,aircraft:AC-0856,faa_master,110XE|7027,asrs_reports,1516807,
aircraft,aircraft:AC-0857,faa_master,23531|28-1980481,maintenance_erp,WO-100153,
aircraft,aircraft:AC-0858,faa_master,6830N|28-2022698,maintenance_erp,WO-100020,
aircraft,aircraft:AC-0859,faa_master,9698G|28-1966369,maintenance_erp,WO-100485,
aircraft,aircraft:AC-0859,faa_master,9698G|28-1966369,ntsb_events,20041008X91135,
aircraft,aircraft:AC-0860,faa_master,63NQ|8815,asrs_reports,1514653,
aircraft,aircraft:AC-0862,faa_master,250JG|28-2015520,asrs_reports,1512944,
aircraft,aircraft:AC-0868,faa_master,50494|28-1978835,asrs_reports,1509497,
aircraft,aircraft:AC-0870,faa_master,267WX|1214,ntsb_events,20241026X69108,
aircraft,aircraft:AC-0873,faa_master,6751Y|C8588-60,ntsb_events,19950706X72752,
aircraft,aircraft:AC-0875,faa_master,291NV|5078,asrs_reports,1506599,
aircraft,aircraft:AC-0877,faa_master,786ZU|C3116-32,maintenance_erp,WO-100038,
aircraft,aircraft:AC-0877,faa_master,786ZU|C3116-32,maintenance_erp,WO-100424,
aircraft,aircraft:AC-0878,faa_master,5449N|L8157-45,ntsb_events,19960401X13077,
aircraft,aircraft:AC-0887,faa_master,4381P|E3946-20,maintenance_erp,WO-100155,
aircraft,aircraft:AC-0891,faa_master,28ZV|28-1979680,asrs_reports,1502678,
aircraft,aircraft:AC-0895,faa_master,4085B|28-1984312,asrs_reports,1511071,
aircraft,aircraft:AC-0902,faa_master,80PZ|60251,maintenance_erp,WO-100005,
aircraft,aircraft:AC-0903,faa_master,3828F|C8164-59,maintenance_erp,WO-100036,
aircraft,aircraft:AC-0910,faa_master,80559|C7234-79,asrs_reports,1514688,
aircraft,aircraft:AC-0910,faa_master,80559|C7234-79,maintenance_erp,WO-100163,
aircraft,aircraft:AC-0911,faa_master,913NF|28-2001614,asrs_reports,1510374,
aircraft,aircraft:AC-0914,faa_master,1343Z|M2854-10,maintenance_erp,WO-100104,
aircraft,aircraft:AC-0914,faa_master,1343Z|M2854-10,ntsb_events,20010429X34484,
aircraft,aircraft:AC-0915,faa_master,1031M|28-2000805,maintenance_erp,WO-100023,
aircraft,aircraft:AC-0917,faa_master,3569G|34785,maintenance_erp,WO-100250,
aircraft,aircraft:AC-0918,faa_master,65376|17258527,maintenance_erp,WO-100254,
aircraft,aircraft:AC-0925,faa_master,252QM|17211667,asrs_reports,1500314,
aircraft,aircraft:AC-0928,faa_master,896ED|28-1985452,asrs_reports,1509319,
aircraft,aircraft:AC-0929,faa_master,912AJ|H5134-71,maintenance_erp,WO-100421,
aircraft,aircraft:AC-0930,faa_master,456GD|2823,maintenance_erp,WO-100019,
aircraft,aircraft:AC-0930,faa_master,456GD|2823,ntsb_events,20190916X56016,
aircraft,aircraft:AC-0931,faa_master,9938Z|D5777-81,maintenance_erp,WO-100239,
aircraft,aircraft:AC-0940,faa_master,67CQ|20942,maintenance_erp,WO-100403,
aircraft,aircraft:AC-0944,faa_master,9701L|J1755-74,ntsb_events,20091220X40185,
aircraft,aircraft:AC-0945,faa_master,806MS|M9923-61,ntsb_events,20210704X49615,
aircraft,aircraft:AC-0945,faa_master,806MS|M9923-61,ntsb_events,20240318X91016,
aircraft,aircraft:AC-0946,faa_master,21265|10760,maintenance_erp,WO-100015,
aircraft,aircraft:AC-0946,faa_master,21265|10760,maintenance_erp,WO-100022,
aircraft,aircraft:AC-0948,faa_master,8566L|11197,maintenance_erp,WO-100069,
aircraft,aircraft:AC-0949,faa_master,4416P|3000,maintenance_erp,WO-100030,
aircraft,aircraft:AC-0949,faa_master,4416P|3000,maintenance_erp,WO-100049,
aircraft,aircraft:AC-0949,faa_master,4416P|3000,maintenance_erp,WO-100551,
aircraft,aircraft:AC-0950,faa_master,874XV|17210471,maintenance_erp,WO-100318,
aircraft,aircraft:AC-0951,faa_master,27RD|17269442,maintenance_erp,WO-100294,
aircraft,aircraft:AC-0952,faa_master,74RG|J7798-66,maintenance_erp,WO-100537,
aircraft,aircraft:AC-0954,faa_master,572EA|5199,ntsb_events,20000604X95473,
aircraft,aircraft:AC-0954,faa_master,572EA|5199,ntsb_events,20100801X77554,
aircraft,aircraft:AC-0959,faa_master,7236U|A8444-70,asrs_reports,1514257,
aircraft,aircraft:AC-0965,faa_master,40207|E8952-44,maintenance_erp,WO-100054,
aircraft,aircraft:AC-0967,faa_master,1055S|54150,asrs_reports,1506761,
aircraft,aircraft:AC-0968,faa_master,9715U|17270270,asrs_reports,1510886,
aircraft,aircraft:AC-0970,faa_master,118GW|E297-18,maintenance_erp,WO-100398,
aircraft,aircraft:AC-0971,faa_master,241JW|M362-27,maintenance_erp,WO-100564,
aircraft,aircraft:AC-0974,faa_master,1385B|25587,asrs_reports,1518139,
aircraft,aircraft:AC-0974,faa_master,1385B|25587,maintenance_erp,WO-100078,
aircraft,aircraft:AC-0975,faa_master,57AR|M7135-65,ntsb_events,20031002X36828,
aircraft,aircraft:AC-0978,faa_master,6924A|A6863-23,asrs_reports,1500378,
aircraft,aircraft:AC-0978,faa_master,6924A|A6863-23,maintenance_erp,WO-100196,
aircraft,aircraft:AC-0979,faa_master,909WP|28-2018358,asrs_reports,1502192,
aircraft,aircraft:AC-0988,faa_master,553XX|F1186-65,maintenance_erp,WO-100178,
aircraft,aircraft:AC-0999,faa_master,758ER|B1843-19,asrs_reports,1506898,
aircraft,aircraft:AC-0999,faa_master,758ER|B1843-19,ntsb_events,20071121X95047,
aircraft,aircraft:AC-1003,faa_master,458VZ|28-2004937,maintenance_erp,WO-100094,
aircraft,aircraft:AC-1004,faa_master,148KU|28-2017539,maintenance_erp,WO-100341,
aircraft,aircraft:AC-1005,faa_master,76278|17266996,asrs_reports,1505913,
aircraft,aircraft:AC-1010,faa_master,893JW|28-1970679,asrs_reports,1501368,
aircraft,aircraft:AC-1010,faa_master,893JW|28-1970679,ntsb_events,20230224X86095,
aircraft,aircraft:AC-1011,faa_master,783SW|6631,ntsb_events,19971208X61567,
aircraft,aircraft:AC-1013,faa_master,69WE|28-1981577,maintenance_erp,WO-100101,
aircraft,aircraft:AC-1013,faa_master,69WE|28-1981577,maintenance_erp,WO-100388,
aircraft,aircraft:AC-1015,faa_master,632LW|17275989,maintenance_erp,WO-100011,
aircraft,aircraft:AC-1016,faa_master,321WL|M6215-20,asrs_reports,1501014,
aircraft,aircraft:AC-1017,faa_master,7736G|K4227-33,ntsb_events,20250504X22574,
aircraft,aircraft:AC-1020,faa_master,509DX|M6948-17,maintenance_erp,WO-100166,
aircraft,aircraft:AC-1023,faa_master,66173|24552,ntsb_events,20221202X38465,
aircraft,aircraft:AC-1026,faa_master,420RZ|37558,maintenance_erp,WO-100352,
aircraft,aircraft:AC-1027,faa_master,600WW|G1637-47,asrs_reports,1512152,
aircraft,aircraft:AC-1029,faa_master,2802A|28-2014629,asrs_reports,1502732,
aircraft,aircraft:AC-1030,faa_master,5024G|A6593-71,maintenance_erp,WO-100542,
aircraft,aircraft:AC-1037,faa_master,766JU|M2425-93,maintenance_erp,WO-100507,
aircraft,aircraft:AC-1040,faa_master,9689E|17212194,asrs_reports,1504675,
aircraft,aircraft:AC-1040,faa_master,9689E|17212194,maintenance_erp,WO-100369,
aircraft,aircraft:AC-1042,faa_master,7636Y|1481,asrs_reports,1507545,
aircraft,aircraft:AC-1042,faa_master,7636Y|1481,asrs_reports,1516109,
aircraft,aircraft:AC-1050,faa_master,7564E|K9032-14,maintenance_erp,WO-100313,
aircraft,aircraft:AC-1054,faa_master,71660|6875,maintenance_erp,WO-100136,
aircraft,aircraft:AC-1056,faa_master,603RA|A4770-11,maintenance_erp,WO-100548,
aircraft,aircraft:AC-1058,faa_master,491KY|G9935-36,maintenance_erp,WO-100455,
aircraft,aircraft:AC-1059,faa_master,1697V|17232044,maintenance_erp,WO-100270,
aircraft,aircraft:AC-1060,faa_master,1770L|17231365,maintenance_erp,WO-100500,
aircraft,aircraft:AC-1062,faa_master,7348P|17227336,maintenance_erp,WO-100327,
aircraft,aircraft:AC-1063,faa_master,8346A|17238322,maintenance_erp,WO-100079,
aircraft,aircraft:AC-1063,faa_master,8346A|17238322,maintenance_erp,WO-100366,
aircraft,aircraft:AC-1064,faa_master,108VT|K2077-11,maintenance_erp,WO-100241,
aircraft,aircraft:AC-1064,faa_master,108VT|K2077-11,ntsb_events,19990629X92012,
aircraft,aircraft:AC-1065,faa_master,58059|17240312,maintenance_erp,WO-100484,
aircraft,aircraft:AC-1066,faa_master,15LK|12341,maintenance_erp,WO-100033,
aircraft,aircraft:AC-1067,faa_master,47092|41638,maintenance_erp,WO-100465,
aircraft,aircraft:AC-1068,faa_master,50579|J7031-13,ntsb_events,20060122X93990,
aircraft,aircraft:AC-1070,faa_master,552UJ|23710,maintenance_erp,WO-100453,
aircraft,aircraft:AC-1081,faa_master,526PK|D2189-26,ntsb_events,20190420X28488,
aircraft,aircraft:AC-1083,faa_master,507YQ|28-2012616,maintenance_erp,WO-100040,
aircraft,aircraft:AC-1086,faa_master,6838L|M7466-97,asrs_reports,1502154,
aircraft,aircraft:AC-1087,faa_master,153NS|17268511,maintenance_erp,WO-100280,
aircraft,aircraft:AC-1090,faa_master,8098W|B7892-86,ntsb_events,20090514X85270,
aircraft,aircraft:AC-1096,faa_master,29HE|H2466-38,maintenance_erp,WO-100488,
aircraft,aircraft:AC-1097,faa_master,5596Q|4658,maintenance_erp,WO-100342,
aircraft,aircraft:AC-1099,faa_master,97RN|2098,maintenance_erp,WO-100199,
aircraft,aircraft:AC-1100,faa_master,3192A|28-2006947,maintenance_erp,WO-100090,
aircraft,aircraft:AC-1100,faa_master,3192A|28-2006947,ntsb_events,20171230X88576,
aircraft,aircraft:AC-1104,faa_master,51BG|G8877-66,maintenance_erp,WO-100575,
aircraft,aircraft:AC-1105,faa_master,521RU|17248462,maintenance_erp,WO-100579,
aircraft,aircraft:AC-1110,faa_master,85ZE|17263093,maintenance_erp,WO-100057,
aircraft,aircraft:AC-1111,faa_master,570DV|28-2012486,maintenance_erp,WO-100176,
aircraft,aircraft:AC-1111,faa_master,570DV|28-2012486,maintenance_erp,WO-100364,
aircraft,aircraft:AC-1115,faa_master,283ZL|6424,maintenance_erp,WO-100231,
aircraft,aircraft:AC-1122,faa_master,486EW|21804,maintenance_erp,WO-100197,
aircraft,aircraft:AC-1123,faa_master,30751|4085,maintenance_erp,WO-100354,
aircraft,aircraft:AC-1123,faa_master,30751|4085,maintenance_erp,WO-100442,
aircraft,aircraft:AC-1123,faa_master,30751|4085,ntsb_events,20230427X76320,
aircraft,aircraft:AC-1124,faa_master,4167J|C993-84,asrs_reports,1508528,
aircraft,aircraft:AC-1127,faa_master,63440|2042,maintenance_erp,WO-100108,
aircraft,aircraft:AC-1131,faa_master,4013L|17246434,asrs_reports,1514411,
aircraft,aircraft:AC-1138,faa_master,12EK|H170-30,maintenance_erp,WO-100491,
aircraft,aircraft:AC-1139,faa_master,5826P|28-1977719,asrs_reports,1515839,
aircraft,aircraft:AC-1145,faa_master,5651A|J4650-70,asrs_reports,1500059,
aircraft,aircraft:AC-1146,faa_master,130LG|F7358-28,maintenance_erp,WO-100538,
aircraft,aircraft:AC-1154,faa_master,59FR|28-2001928,asrs_reports,1502944,
aircraft,aircraft:AC-1159,faa_master,844QU|17228694,maintenance_erp,WO-100541,
aircraft,aircraft:AC-1163,faa_master,4154A|17215248,maintenance_erp,WO-100187,
aircraft,aircraft:AC-1164,faa_master,58VG|C7943-78,maintenance_erp,WO-100240,
aircraft,aircraft:AC-1165,faa_master,13975|G5885-30,maintenance_erp,WO-100014,
aircraft,aircraft:AC-1168,faa_master,50YA|17267783,maintenance_erp,WO-100399,
aircraft,aircraft:AC-1169,faa_master,97573|17210819,asrs_reports,1513000,
aircraft,aircraft:AC-1172,faa_master,2405Y|D6345-11,maintenance_erp,WO-100457,
aircraft,aircraft:AC-1177,faa_master,9541G|6439,maintenance_erp,WO-100459,
aircraft,aircraft:AC-1178,faa_master,7913L|H2556-79,asrs_reports,1505394,
aircraft,aircraft:AC-1185,faa_master,809KR|L4085-63,maintenance_erp,WO-100142,
aircraft,aircraft:AC-1187,faa_master,827SP|L6446-46,maintenance_erp,WO-100039,
aircraft,aircraft:AC-1193,faa_master,9254K|17228285,maintenance_erp,WO-100441,
aircraft,aircraft:AC-1196,faa_master,2739E|3649,ntsb_events,20120422X82861,
aircraft,aircraft:AC-1197,faa_master,827KD|17267778,maintenance_erp,WO-100082,
aircraft,aircraft:AC-1197,faa_master,827KD|17267778,maintenance_erp,WO-100249,
aircraft,aircraft:AC-1200,faa_master,3445F|17231240,maintenance_erp,WO-100585,
aircraft,aircraft:AC-1201,faa_master,93YP|C4352-99,maintenance_erp,WO-100208,
aircraft,aircraft:AC-1201,faa_master,93YP|C4352-99,ntsb_events,20190903X66612,
aircraft,aircraft:AC-1204,faa_master,9593R|A8421-87,maintenance_erp,WO-100137,
aircraft,aircraft:AC-1206,faa_master,578QH|M8128-28,ntsb_events,20250302X81729,
aircraft,aircraft:AC-1209,faa_master,6735M|17248345,maintenance_erp,WO-100355,
aircraft,aircraft:AC-1216,faa_master,75DP|28-1974801,maintenance_erp,WO-100174,
aircraft,aircraft:AC-1216,faa_master,75DP|28-1974801,maintenance_erp,WO-100476,
aircraft,aircraft:AC-1217,faa_master,24930|A5981-27,maintenance_erp,WO-100350,
aircraft,aircraft:AC-1218,faa_master,928FA|C6281-76,maintenance_erp,WO-100114,
aircraft,aircraft:AC-1223,faa_master,883DU|17220551,ntsb_events,20211128X28286,
aircraft,aircraft:AC-1226,faa_master,534GZ|28-1978100,maintenance_erp,WO-100041,
aircraft,aircraft:AC-1226,faa_master,534GZ|28-1978100,ntsb_events,20120621X65093,
aircraft,aircraft:AC-1231,faa_master,227DJ|28-1999974,asrs_reports,1512234,
aircraft,aircraft:AC-1233,faa_master,94970|17217019,ntsb_events,20120506X29099,
aircraft,aircraft:AC-1235,faa_master,6599Y|17265194,ntsb_events,20180710X19555,
aircraft,aircraft:AC-1237,faa_master,944GZ|J4223-50,maintenance_erp,WO-100068,
aircraft,aircraft:AC-1237,faa_master,944GZ|J4223-50,maintenance_erp,WO-100097,
aircraft,aircraft:AC-1241,faa_master,386HM|219,maintenance_erp,WO-100526,
aircraft,aircraft:AC-1246,faa_master,33033|28-1983355,maintenance_erp,WO-100546,
aircraft,aircraft:AC-1249,faa_master,7694Y|B7596-99,asrs_reports,1505707,
aircraft,aircraft:AC-1249,faa_master,7694Y|B7596-99,ntsb_events,20250515X74307,
aircraft,aircraft:AC-1257,faa_master,87RR|E8223-57,maintenance_erp,WO-100159,
aircraft,aircraft:AC-1263,faa_master,639WV|1210,ntsb_events,19921101X70365,
aircraft,aircraft:AC-1264,faa_master,3548C|E997-55,maintenance_erp,WO-100237,
aircraft,aircraft:AC-1266,faa_master,63252|28-1991417,maintenance_erp,WO-100340,
aircraft,aircraft:AC-1269,faa_master,230YV|28-2017277,maintenance_erp,WO-100179,
aircraft,aircraft:AC-1269,faa_master,230YV|28-2017277,maintenance_erp,WO-100265,
aircraft,aircraft:AC-1270,faa_master,189KZ|28-1990190,maintenance_erp,WO-100162,
aircraft,aircraft:AC-1274,faa_master,5439R|9486,maintenance_erp,WO-100466,
aircraft,aircraft:AC-1280,faa_master,175UY|12445,maintenance_erp,WO-100552,
aircraft,aircraft:AC-1281,faa_master,26527|28-2007847,ntsb_events,20160329X65362,
aircraft,aircraft:AC-1286,faa_master,296BC|M5462-83,asrs_reports,1508990,
aircraft,aircraft:AC-1290,faa_master,93XG|28-2000351,asrs_reports,1503054,
aircraft,aircraft:AC-1297,faa_master,62750|28-1967259,maintenance_erp,WO-100295,
aircraft,aircraft:AC-1297,faa_master,62750|28-1967259,maintenance_erp,WO-100577,
aircraft,aircraft:AC-1297,faa_master,62750|28-1967259,ntsb_events,20140711X65018,
aircraft,aircraft:AC-1298,faa_master,74112|M4123-47,maintenance_erp,WO-100504,
aircraft,aircraft:AC-1299,faa_master,119CQ|42802,asrs_reports,1511845,
aircraft,aircraft:AC-1302,faa_master,514XH|F7960-82,ntsb_events,20090325X88209,
aircraft,aircraft:AC-1305,faa_master,178DS|B8821-95,maintenance_erp,WO-100443,
aircraft,aircraft:AC-1306,faa_master,897JR|17220521,asrs_reports,1513553,
aircraft,aircraft:AC-1307,faa_master,101SR|45879,maintenance_erp,WO-100479,
aircraft,aircraft:AC-1308,faa_master,18608|17264530,maintenance_erp,WO-100308,
aircraft,aircraft:AC-1313,faa_master,345LC|H5203-53,asrs_reports,1514962,
aircraft,aircraft:AC-1313,faa_master,345LC|H5203-53,asrs_reports,1516727,
aircraft,aircraft:AC-1313,faa_master,345LC|H5203-53,maintenance_erp,WO-100334,
aircraft,aircraft:AC-1317,faa_master,387TB|K5072-99,ntsb_events,20110804X48114,
aircraft,aircraft:AC-1319,faa_master,619LJ|17213241,maintenance_erp,WO-100115,
aircraft,aircraft:AC-1319,faa_master,619LJ|17213241,maintenance_erp,WO-100339,
aircraft,aircraft:AC-1331,faa_master,7983B|17221524,maintenance_erp,WO-100533,
aircraft,aircraft:AC-1333,faa_master,45212|9526,asrs_reports,1510806,
aircraft,aircraft:AC-1333,faa_master,45212|9526,maintenance_erp,WO-100116,
aircraft,aircraft:AC-1336,faa_master,515YK|17239202,maintenance_erp,WO-100519,
aircraft,aircraft:AC-1340,faa_master,20802|28-1987355,ntsb_events,20191112X34239,
aircraft,aircraft:AC-1340,faa_master,20802|28-1987355,ntsb_events,20191225X87866,
aircraft,aircraft:AC-1345,faa_master,354EL|28-1971938,asrs_reports,1506422,
aircraft,aircraft:AC-1349,faa_master,2198L|A4837-29,maintenance_erp,WO-100281,
aircraft,aircraft:AC-1350,faa_master,145CK|2373,maintenance_erp,WO-100437,
aircraft,aircraft:AC-1355,faa_master,8190G|17229208,maintenance_erp,WO-100246,
aircraft,aircraft:AC-1356,faa_master,804TR|B9797-30,maintenance_erp,WO-100440,
aircraft,aircraft:AC-1356,faa_master,804TR|B9797-30,maintenance_erp,WO-100503,
aircraft,aircraft:AC-1359,faa_master,377PN|2600,ntsb_events,20120818X80144,
aircraft,aircraft:AC-1363,faa_master,24TB|17229988,maintenance_erp,WO-100446,
aircraft,aircraft:AC-1367,faa_master,5386A|D3619-67,maintenance_erp,WO-100087,
aircraft,aircraft:AC-1367,faa_master,5386A|D3619-67,maintenance_erp,WO-100226,
aircraft,aircraft:AC-1368,faa_master,494AH|2849,ntsb_events,20220627X15020,
aircraft,aircraft:AC-1372,faa_master,44KK|B5943-52,ntsb_events,20230213X74791,
aircraft,aircraft:AC-1374,faa_master,565GU|E7105-98,maintenance_erp,WO-100160,
aircraft,aircraft:AC-1374,faa_master,565GU|E7105-98,maintenance_erp,WO-100362,
aircraft,aircraft:AC-1375,faa_master,41644|E9545-35,maintenance_erp,WO-100088,
aircraft,aircraft:AC-1376,faa_master,447AN|M9724-81,maintenance_erp,WO-100383,
aircraft,aircraft:AC-1382,faa_master,2083P|17270613,maintenance_erp,WO-100222,
aircraft,aircraft:AC-1382,faa_master,2083P|17270613,ntsb_events,20170928X45150,
aircraft,aircraft:AC-1383,faa_master,716HQ|17244083,maintenance_erp,WO-100274,
aircraft,aircraft:AC-1385,faa_master,464UD|6636,maintenance_erp,WO-100555,
aircraft,aircraft:AC-1388,faa_master,355BZ|9125,maintenance_erp,WO-100213,
aircraft,aircraft:AC-1390,faa_master,3624R|K7143-36,ntsb_events,20210902X21489,
aircraft,aircraft:AC-1392,faa_master,91JG|H5521-36,maintenance_erp,WO-100190,
aircraft,aircraft:AC-1397,faa_master,437FL|6032,maintenance_erp,WO-100511,
aircraft,aircraft:AC-1398,faa_master,79946|J214-85,maintenance_erp,WO-100001,
aircraft,aircraft:AC-1398,faa_master,79946|J214-85,maintenance_erp,WO-100002,
aircraft,aircraft:AC-1398,faa_master,79946|J214-85,maintenance_erp,WO-100003,
aircraft,aircraft:AC-1398,faa_master,79946|J214-85,maintenance_erp,WO-100004,
aircraft,aircraft:AC-1398,faa_master,79946|J214-85,ntsb_events,20170413X66206,
aircraft,aircraft:AC-1403,faa_master,9390N|J1818-79,maintenance_erp,WO-100343,
aircraft,aircraft:AC-1404,faa_master,95652|E4633-50,ntsb_events,20181028X33665,
aircraft,aircraft:AC-1405,faa_master,56485|K1887-98,asrs_reports,1500113,
aircraft,aircraft:AC-1407,faa_master,802WG|17251458,maintenance_erp,WO-100048,
aircraft,aircraft:AC-1411,faa_master,257FE|9664,maintenance_erp,WO-100253,
aircraft,aircraft:AC-1419,faa_master,425RQ|8306,ntsb_events,20140506X94109,
aircraft,aircraft:AC-1423,faa_master,84MZ|49008,maintenance_erp,WO-100267,
aircraft,aircraft:AC-1430,faa_master,88TX|17252140,asrs_reports,1507863,
aircraft,aircraft:AC-1433,faa_master,444TB|17245576,ntsb_events,20121021X77075,
aircraft,aircraft:AC-1435,faa_master,99UG|17242921,asrs_reports,1508713,
aircraft,aircraft:AC-1436,faa_master,3167Y|17241456,maintenance_erp,WO-100152,
aircraft,aircraft:AC-1436,faa_master,3167Y|17241456,ntsb_events,19971220X75048,
aircraft,aircraft:AC-1442,faa_master,4710J|17267361,asrs_reports,1502495,
aircraft,aircraft:AC-1443,faa_master,923QR|62225,maintenance_erp,WO-100111,
aircraft,aircraft:AC-1445,faa_master,588TT|1932,maintenance_erp,WO-100200,
aircraft,aircraft:AC-1445,faa_master,588TT|1932,maintenance_erp,WO-100560,
aircraft,aircraft:AC-1447,faa_master,84UX|E2715-63,maintenance_erp,WO-100075,
aircraft,aircraft:AC-1451,faa_master,264YL|2073,maintenance_erp,WO-100381,
aircraft,aircraft:AC-1454,faa_master,2001Y|17213527,asrs_reports,1500847,
aircraft,aircraft:AC-1454,faa_master,2001Y|17213527,ntsb_events,20220613X40282,
aircraft,aircraft:AC-1455,faa_master,43SY|F7849-18,maintenance_erp,WO-100566,
aircraft,aircraft:AC-1460,faa_master,9254Z|28-1969195,asrs_reports,1517051,
aircraft,aircraft:AC-1461,faa_master,60NX|K4123-27,maintenance_erp,WO-100471,
aircraft,aircraft:AC-1463,faa_master,3328S|F8975-98,maintenance_erp,WO-100206,
aircraft,aircraft:AC-1468,faa_master,5185H|8289,maintenance_erp,WO-100233,
aircraft,aircraft:AC-1474,faa_master,849SV|28-1996835,maintenance_erp,WO-100063,
aircraft,aircraft:AC-1477,faa_master,18SQ|17214917,maintenance_erp,WO-100263,
aircraft,aircraft:AC-1483,faa_master,53NL|28-1993236,maintenance_erp,WO-100062,
aircraft,aircraft:AC-1485,faa_master,110VY|17214326,asrs_reports,1506860,
aircraft,aircraft:AC-1488,faa_master,134GZ|H282-44,asrs_reports,1509631,
aircraft,aircraft:AC-1491,faa_master,922UB|17238960,asrs_reports,1501628,
aircraft,aircraft:AC-1496,faa_master,617QJ|28-2001318,maintenance_erp,WO-100086,
aircraft,aircraft:AC-1496,faa_master,617QJ|28-2001318,maintenance_erp,WO-100543,
aircraft,aircraft:AC-1498,faa_master,94XM|28-2005672,asrs_reports,1501794,
aircraft,aircraft:AC-1500,faa_master,4873Q|17245840,maintenance_erp,WO-100157,
aircraft,aircraft:AC-1503,faa_master,3007X|M1442-64,asrs_reports,1504062,
aircraft,aircraft:AC-1504,faa_master,906KD|F8638-87,maintenance_erp,WO-100468,
aircraft,aircraft:AC-1508,faa_master,992JB|L954-37,maintenance_erp,WO-100347,
aircraft,aircraft:AC-1513,faa_master,387UM|17213910,maintenance_erp,WO-100192,
aircraft,aircraft:AC-1514,faa_master,246XV|L363-47,maintenance_erp,WO-100368,
aircraft,aircraft:AC-1514,faa_master,246XV|L363-47,maintenance_erp,WO-100586,
aircraft,aircraft:AC-1520,faa_master,46836|28-2020131,asrs_reports,1516982,
aircraft,aircraft:AC-1525,faa_master,61121|J5996-87,asrs_reports,1510635,
aircraft,aircraft:AC-1528,faa_master,64179|L1227-77,maintenance_erp,WO-100145,
aircraft,aircraft:AC-1530,faa_master,77GN|J7691-49,ntsb_events,20190123X67271,
aircraft,aircraft:AC-1532,faa_master,970AK|28-2011897,maintenance_erp,WO-100043,
aircraft,aircraft:AC-1533,faa_master,448SZ|E9574-81,maintenance_erp,WO-100134,
aircraft,aircraft:AC-1535,faa_master,4233D|D6819-34,maintenance_erp,WO-100198,
aircraft,aircraft:AC-1540,faa_master,964WM|17257436,maintenance_erp,WO-100008,
aircraft,aircraft:AC-1543,faa_master,733JU|17244744,asrs_reports,1505667,
aircraft,aircraft:AC-1543,faa_master,733JU|17244744,maintenance_erp,WO-100225,
aircraft,aircraft:AC-1543,faa_master,733JU|17244744,maintenance_erp,WO-100567,
aircraft,aircraft:AC-1550,faa_master,513SR|6274,asrs_reports,1508800,
aircraft,aircraft:AC-1551,faa_master,3086G|H7664-42,maintenance_erp,WO-100469,
aircraft,aircraft:AC-1558,faa_master,9457M|4632,ntsb_events,20240218X90842,
aircraft,aircraft:AC-1559,faa_master,794GS|8129,maintenance_erp,WO-100314,
aircraft,aircraft:AC-1560,faa_master,6379K|E8321-68,ntsb_events,20100518X35451,
aircraft,aircraft:AC-1561,faa_master,440AQ|17264129,maintenance_erp,WO-100257,
aircraft,aircraft:AC-1563,faa_master,53376|6766,maintenance_erp,WO-100025,
aircraft,aircraft:AC-1565,faa_master,6905G|17218225,maintenance_erp,WO-100228,
aircraft,aircraft:AC-1565,faa_master,6905G|17218225,maintenance_erp,WO-100262,
aircraft,aircraft:AC-1566,faa_master,56PF|B7046-81,maintenance_erp,WO-100236,
aircraft,aircraft:AC-1570,faa_master,4461S|28-1984390,maintenance_erp,WO-100456,
aircraft,aircraft:AC-1571,faa_master,860NP|E7976-45,ntsb_events,20050511X30453,
aircraft,aircraft:AC-1574,faa_master,224XT|C2379-83,asrs_reports,1517293,
aircraft,aircraft:AC-1592,faa_master,57QA|17275203,asrs_reports,1511217,
aircraft,aircraft:AC-1592,faa_master,57QA|17275203,maintenance_erp,WO-100081,
aircraft,aircraft:AC-1600,faa_master,806FB|17227793,asrs_reports,1514175,
aircraft,aircraft:AC-1602,faa_master,73244|12895,ntsb_events,20180809X38702,
aircraft,aircraft:AC-1605,faa_master,4161M|28-1982961,maintenance_erp,WO-100372,
aircraft,aircraft:AC-1609,faa_master,294LE|B4355-90,maintenance_erp,WO-100103,
aircraft,aircraft:AC-1609,faa_master,294LE|B4355-90,maintenance_erp,WO-100587,
aircraft,aircraft:AC-1610,faa_master,224GG|17235828,maintenance_erp,WO-100121,
aircraft,aircraft:AC-1610,faa_master,224GG|17235828,maintenance_erp,WO-100215,
aircraft,aircraft:AC-1618,faa_master,287PM|28-1983166,maintenance_erp,WO-100531,
aircraft,aircraft:AC-1620,faa_master,7016U|35418,maintenance_erp,WO-100487,
aircraft,aircraft:AC-1626,faa_master,78SN|30615,asrs_reports,1500556,
aircraft,aircraft:AC-1626,faa_master,78SN|30615,maintenance_erp,WO-100282,
aircraft,aircraft:AC-1635,faa_master,156XM|17257060,maintenance_erp,WO-100073,
aircraft,aircraft:AC-1635,faa_master,156XM|17257060,maintenance_erp,WO-100271,
aircraft,aircraft:AC-1636,faa_master,31WY|14804,maintenance_erp,WO-100321,
aircraft,aircraft:AC-1636,faa_master,31WY|14804,maintenance_erp,WO-100523,
aircraft,aircraft:AC-1637,faa_master,58111|17274458,asrs_reports,1512865,
aircraft,aircraft:AC-1645,faa_master,7041B|8846,maintenance_erp,WO-100380,
aircraft,aircraft:AC-1647,faa_master,5146K|E9365-59,maintenance_erp,WO-100404,
