SHIPMENT_ID,PO_NUMBER,ORIGIN_PORT,DESTINATION,CARRIER_SCAC,TRANSPORT_MODE,SHIP_DATE,ETA_DATE,ACTUAL_ARRIVAL_DATE,CONTAINER_NUMBER,GROSS_WEIGHT,WEIGHT_UOM,FREIGHT_COST,FREIGHT_CURRENCY,INCOTERMS,SHIPMENT_STATUS,HS_CODE
SHP-210130,4500089537,TWKHH,MER-DC-US-05,MAEU,TRUCK,06-JAN-25,12-JAN-25,13-JAN-25,MAEU1024051,"8,350 kg",KG,"16,100.00",EUR,DDP,DELIVERED,853400
SHP-210131,4500089605,VNSGN,MER-DC-CN-02,FDXG,RAIL,10-JAN-25,17-JAN-25,19-JAN-25,MAEU1024051,"6,680 lb",LB,"23,200.00",CNY,DAP,DELIVERED,850760
SHP-210132,4500089672,KRPUS,MER-3PL-US-01,ONEY,OCEAN,14-JAN-25,10-FEB-25,13-FEB-25,EGHU1024421,"1,120 kg",KG,"12,000.00",USD,FOB,DELIVERED,853400
SHP-210133,4500089727,JPNGO,MER-DC-US-03,HLCU,OCEAN,18-JAN-25,15-FEB-25,19-FEB-25,EGHU1024421,"15,763 lb",LB,"17,000.00",EUR,FCA,DELIVERED,850760
SHP-210134,4500089786,CNXMN,MER-DC-DE-01,EGLV,OCEAN,22-JAN-25,20-FEB-25,25-FEB-25,ONEU1024791,"12,160 kg",KG,"9,400.00",USD,EXW,DELIVERED,853400
SHP-210135,4500089851,TWTPE,MER-DC-MX-01,CMDU,AIR,26-JAN-25,31-JAN-25,28-JAN-25,ONEU1024791,"1,300 kg",KG,"2,500.00",USD,CIF,DELIVERED,850760
SHP-210136,4500089923,CNSHA,MER-DC-NL-01,FDXG,TRUCK,30-JAN-25,05-FEB-25,03-FEB-25,MSKU1025164,"17,190 kg",KG,"12,000.00",USD,DDP,DELIVERED,850760
SHP-210137,,CNYTN,MER-DC-US-06,EGLV,RAIL,03-FEB-25,10-FEB-25,N/A,MSKU1025164,"40,256 lb",LB,"14,900.00",CNY,DAP,IN_TRANSIT,851770
SHP-210138,,TWKHH,MER-DC-JP-01,CMDU,OCEAN,07-FEB-25,06-MAR-25,N/A,MAEU1025530,"12,360 kg",KG,"10,800.00",EUR,FOB,IN_TRANSIT,392690
SHP-210139,,VNSGN,MER-3PL-PL-02,HLCU,OCEAN,11-FEB-25,11-MAR-25,N/A,MAEU1025530,"1,980 kg",KG,"2,200.00",USD,FCA,EXCEPTION,392690
SHP-210140,4500087203,KRPUS,MER-DC-US-04,CMDU,OCEAN,15-FEB-25,16-MAR-25,18-MAR-25,EGHU1025900,"17,394 lb",LB,"2,400.00",USD,CIF,DELIVERED,851770
SHP-210141,4500087270,JPNGO,MER-DC-CN-01,FDXG,AIR,19-FEB-25,24-FEB-25,27-FEB-25,EGHU1025900,"8,570 kg",KG,"14,300.00",CNY,CIF,DELIVERED,850760
SHP-210142,4500087338,CNXMN,MER-DC-SG-01,EGLV,TRUCK,23-FEB-25,01-MAR-25,05-MAR-25,ONEU1026270,"1,433 lb",LB,"14,800.00",CNY,DDP,DELIVERED,851770
SHP-210143,4500087402,TWTPE,MER-DC-US-02,CMDU,RAIL,27-FEB-25,06-MAR-25,11-MAR-25,ONEU1026270,"5,330 kg",KG,"21,900.00",USD,DAP,DELIVERED,850760
SHP-210144,4500087463,CNSHA,MER-DC-NL-01,MAEU,OCEAN,03-MAR-25,30-MAR-25,27-MAR-25,MSKU1026643,"3,270 kg",KG,"18,200.00",USD,FOB,DELIVERED,853400
SHP-210145,4500087528,CNYTN,MER-DC-GB-01,FDXG,OCEAN,07-MAR-25,04-APR-25,02-APR-25,MSKU1026643,"8,790 kg",KG,"15,700.00",CNY,FCA,DELIVERED,850760
SHP-210146,4500087595,TWKHH,MER-3PL-MY-03,EGLV,OCEAN,11-MAR-25,09-APR-25,08-APR-25,MAEU1027019,"24,757 lb",LB,"4,400.00",USD,EXW,DELIVERED,851770
SHP-210147,,VNSGN,MER-DC-US-05,EGLV,AIR,15-MAR-25,20-MAR-25,N/A,MAEU1027019,"4,540 kg",KG,"1,700.00",EUR,CIF,IN_TRANSIT,850760
SHP-210148,,KRPUS,MER-DC-CN-02,ONEY,TRUCK,23-JUL-24,29-JUL-24,N/A,EGHU1027380,"12,260 kg",KG,"18,000.00",USD,DDP,IN_TRANSIT,392690
SHP-210149,,JPNGO,MER-3PL-US-01,EGLV,RAIL,23-MAR-25,30-MAR-25,N/A,EGHU1027380,"37,434 lb",LB,"7,100.00",USD,DAP,EXCEPTION,853400
SHP-210150,4500087858,CNXMN,MER-DC-US-03,FDXG,OCEAN,27-MAR-25,23-APR-25,26-APR-25,ONEU1027759,"5,710 kg",KG,"10,700.00",CNY,FOB,DELIVERED,847330
SHP-210151,4500087932,TWTPE,MER-DC-DE-01,EGLV,OCEAN,31-MAR-25,28-APR-25,02-MAY-25,ONEU1027759,"2,998 lb",LB,"8,500.00",USD,FCA,DELIVERED,850760
SHP-210152,4500087995,CNSHA,MER-DC-MX-01,HLCU,OCEAN,04-APR-25,03-MAY-25,08-MAY-25,MSKU1028121,"17,040 kg",KG,"3,500.00",EUR,EXW,DELIVERED,853400
SHP-210153,4500088064,CNYTN,MER-DC-NL-01,HLCU,AIR,08-APR-25,13-APR-25,10-APR-25,MSKU1028121,"4,540 kg",KG,"9,800.00",EUR,CIF,DELIVERED,392690
SHP-210154,4500088122,TWKHH,MER-DC-US-06,ONEY,TRUCK,12-APR-25,18-APR-25,16-APR-25,MAEU1028490,"5,490 kg",KG,"5,000.00",USD,DDP,DELIVERED,851770
SHP-210155,4500088190,VNSGN,MER-DC-JP-01,EGLV,RAIL,16-APR-25,23-APR-25,22-APR-25,MAEU1028490,"34,215 lb",LB,"8,300.00",USD,DAP,DELIVERED,847330
SHP-210156,4500088261,KRPUS,MER-3PL-PL-02,HLCU,OCEAN,20-APR-25,17-MAY-25,17-MAY-25,EGHU1028860,"14,410 kg",KG,"19,300.00",USD,FOB,DELIVERED,847330
SHP-210157,4500900157,JPNGO,MER-DC-US-04,ONEY,OCEAN,24-APR-25,22-MAY-25,N/A,EGHU1028860,"2,500 kg",KG,"20,000.00",USD,FCA,IN_TRANSIT,852990
SHP-210158,,CNXMN,MER-DC-CN-01,HLCU,OCEAN,28-APR-25,27-MAY-25,N/A,ONEU1029237,"13,558 lb",LB,"18,800.00",USD,EXW,CUSTOMS_HOLD,847330
SHP-210159,,TWTPE,MER-DC-SG-01,EGLV,AIR,02-MAY-25,07-MAY-25,N/A,ONEU1029237,"12,740 kg",KG,"2,000.00",USD,CIF,EXCEPTION,850760
SHP-210160,4500088539,CNSHA,MER-DC-US-02,MAEU,TRUCK,06-MAY-25,12-MAY-25,16-MAY-25,MSKU1029600,"20,635 lb",LB,"22,700.00",EUR,DAP,DELIVERED,851770
SHP-210161,4500088593,CNYTN,MER-DC-NL-01,CMDU,RAIL,10-MAY-25,17-MAY-25,22-MAY-25,MSKU1029600,"10,040 kg",KG,"1,500.00",CNY,DAP,DELIVERED,850760
SHP-210162,4500088658,TWKHH,MER-DC-GB-01,HLCU,OCEAN,14-MAY-25,10-JUN-25,07-JUN-25,MAEU1029979,"8,010 kg",KG,"13,000.00",CNY,FOB,DELIVERED,851770
SHP-210163,4500088721,VNSGN,MER-3PL-MY-03,FDXG,OCEAN,18-MAY-25,15-JUN-25,13-JUN-25,MAEU1029979,"10,450 kg",KG,"17,000.00",USD,FCA,DELIVERED,847330
SHP-210164,4500088782,KRPUS,MER-DC-US-05,HLCU,OCEAN,22-MAY-25,20-JUN-25,19-JUN-25,EGHU1030342,"34,965 lb",LB,"1,100.00",EUR,EXW,DELIVERED,847330
SHP-210165,4500088850,JPNGO,MER-DC-CN-02,CMDU,AIR,26-MAY-25,31-MAY-25,31-MAY-25,EGHU1030342,"4,450 kg",KG,"13,500.00",USD,CIF,DELIVERED,850760
SHP-210166,4500088903,CNXMN,MER-3PL-US-01,FDXG,TRUCK,30-MAY-25,05-JUN-25,06-JUN-25,ONEU1030710,"19,290 kg",KG,"21,900.00",CNY,DDP,DELIVERED,847330
SHP-210167,,TWTPE,MER-DC-US-03,HLCU,RAIL,03-JUN-25,10-JUN-25,N/A,ONEU1030710,"13,734 lb",LB,"16,700.00",CNY,DAP,IN_TRANSIT,851770
SHP-210168,,CNSHA,Berlin DC Bldg A,ONEY,OCEAN,07-JUN-25,04-JUL-25,N/A,MSKU1031085,"17,900 kg",KG,"1,100.00",USD,FOB,IN_TRANSIT,850760
SHP-210169,,CNYTN,MER-DC-MX-01,ONEY,OCEAN,11-JUN-25,09-JUL-25,N/A,MSKU1031085,"6,746 lb",LB,"16,700.00",USD,FCA,EXCEPTION,851770
SHP-210170,4500089162,TWKHH,MER-DC-NL-01,MAEU,OCEAN,15-JUN-25,14-JUL-25,19-JUL-25,MAEU1031451,"1,000 kg",KG,"13,900.00",USD,EXW,DELIVERED,851770
SHP-210171,4500089229,VNSGN,MER-DC-US-06,CMDU,AIR,19-JUN-25,24-JUN-25,21-JUN-25,MAEU1031451,"17,990 kg",KG,"21,300.00",USD,CIF,DELIVERED,392690
SHP-210172,4500089281,KRPUS,MER-DC-JP-01,ONEY,TRUCK,23-JUN-25,29-JUN-25,27-JUN-25,EGHU1031821,700 kg,KG,"23,700.00",EUR,DDP,DELIVERED,851770
SHP-210173,4500089360,JPNGO,MER-3PL-PL-02,ONEY,RAIL,27-JUN-25,04-JUL-25,03-JUL-25,EGHU1031821,"36,001 lb",LB,"7,900.00",CNY,DAP,DELIVERED,853400
SHP-210174,4500089425,CNXMN,MER-DC-US-04,CMDU,OCEAN,01-JUL-25,28-JUL-25,28-JUL-25,ONEU1032190,"12,800 kg",KG,"19,900.00",CNY,FOB,DELIVERED,853400
SHP-210175,4500089492,TWTPE,MER-DC-CN-01,CMDU,OCEAN,05-JUL-25,02-AUG-25,03-AUG-25,ONEU1032190,"4,640 kg",KG,"3,000.00",CNY,FCA,DELIVERED,853400
SHP-210176,4500089550,CNSHA,MER-DC-SG-01,ONEY,OCEAN,09-JUL-25,07-AUG-25,09-AUG-25,MSKU1032564,"1,014 lb",LB,"1,400.00",CNY,EXW,DELIVERED,392690
SHP-210177,,CNYTN,MER-DC-US-02,HLCU,AIR,13-JUL-25,18-JUL-25,N/A,MSKU1032564,"3,020 kg",KG,"21,600.00",CNY,CIF,IN_TRANSIT,852990
SHP-210178,,TWKHH,MER-DC-NL-01,ONEY,TRUCK,17-JUL-25,23-JUL-25,N/A,MAEU1032930,"35,318 lb",LB,"3,200.00",CNY,DDP,IN_TRANSIT,851770
SHP-210179,,VNSGN,MER-DC-GB-01,ONEY,RAIL,21-JUL-25,28-JUL-25,N/A,MAEU1032930,"9,410 kg",KG,"7,600.00",EUR,DAP,EXCEPTION,850760
SHP-210180,4500089807,KRPUS,MER-3PL-MY-03,HLCU,OCEAN,25-JUL-25,21-AUG-25,18-AUG-25,EGHU1033300,"9,490 kg",KG,"21,000.00",USD,FCA,DELIVERED,851770
SHP-210181,4500089866,JPNGO,MER-DC-US-05,ONEY,OCEAN,29-JUL-25,26-AUG-25,24-AUG-25,EGHU1033300,"14,000 kg",KG,"20,700.00",CNY,FCA,DELIVERED,853400
SHP-210182,4500089936,CNXMN,MER-DC-CN-02,ONEY,OCEAN,02-AUG-25,31-AUG-25,30-AUG-25,ONEU1033670,"19,312 lb",LB,"6,100.00",CNY,EXW,DELIVERED,853400
SHP-210183,4500099951,TWTPE,MER-3PL-US-01,ONEY,AIR,06-AUG-25,11-AUG-25,11-AUG-25,ONEU1033670,"10,460 kg",KG,"2,400.00",USD,CIF,DELIVERED,853400
SHP-210184,4500087069,CNSHA,MER-DC-US-03,MAEU,TRUCK,10-AUG-25,16-AUG-25,17-AUG-25,MSKU1034042,"4,740 kg",KG,"5,500.00",EUR,DDP,DELIVERED,850760
SHP-210185,4500087141,CNYTN,MER-DC-DE-01,ONEY,RAIL,26-JAN-25,02-FEB-25,04-FEB-25,MSKU1034042,"33,289 lb",LB,"14,200.00",CNY,DAP,DELIVERED,392690
SHP-210186,4500087216,TWKHH,MER-DC-MX-01,HLCU,OCEAN,18-AUG-25,14-SEP-25,17-SEP-25,MAEU1034419,"11,310 kg",KG,"20,200.00",CNY,FOB,DELIVERED,392690
SHP-210187,,VNSGN,MER-DC-NL-01,ONEY,OCEAN,22-AUG-25,19-SEP-25,N/A,MAEU1034419,"15,013 lb",LB,"7,200.00",USD,FCA,IN_TRANSIT,851770
SHP-210188,,KRPUS,MER-DC-US-06,HLCU,OCEAN,26-AUG-25,24-SEP-25,N/A,EGHU1034780,"9,440 kg",KG,"2,700.00",USD,EXW,IN_TRANSIT,852990
SHP-210189,,JPNGO,MER-DC-JP-01,FDXG,AIR,30-AUG-25,04-SEP-25,N/A,EGHU1034780,"7,040 kg",KG,"18,700.00",USD,CIF,EXCEPTION,850760
SHP-210190,4500087479,CNXMN,MER-3PL-PL-02,ONEY,TRUCK,03-SEP-25,09-SEP-25,07-SEP-25,ONEU1035158,"15,950 kg",KG,"8,600.00",CNY,DDP,DELIVERED,392690
SHP-210191,4500087550,TWTPE,MER-DC-US-04,EGLV,RAIL,07-SEP-25,14-SEP-25,13-SEP-25,ONEU1035158,"23,082 lb",LB,"7,000.00",USD,DAP,DELIVERED,852990
SHP-210192,4500087616,CNSHA,Shanghai DC,FDXG,OCEAN,11-SEP-25,08-OCT-25,08-OCT-25,MSKU1035521,"5,430 kg",KG,"2,000.00",EUR,FOB,DELIVERED,850760
SHP-210193,4500087687,CNYTN,MER-DC-SG-01,EGLV,OCEAN,15-SEP-25,13-OCT-25,14-OCT-25,MSKU1035521,"5,890 kg",KG,"10,600.00",CNY,FCA,DELIVERED,851770
SHP-210194,4500087755,TWKHH,MER-DC-US-02,CMDU,OCEAN,19-SEP-25,18-OCT-25,20-OCT-25,MAEU1035890,"29,387 lb",LB,"13,200.00",USD,EXW,DELIVERED,847330
SHP-210195,4500087804,VNSGN,MER-DC-NL-01,MAEU,AIR,23-SEP-25,28-SEP-25,01-OCT-25,MAEU1035890,"4,800 kg",KG,"23,800.00",USD,CIF,DELIVERED,853400
SHP-210196,4500087876,KRPUS,MER-DC-GB-01,CMDU,TRUCK,27-SEP-25,03-OCT-25,07-OCT-25,EGHU1036269,"27,381 lb",LB,"3,100.00",CNY,DDP,DELIVERED,847330
SHP-210197,,JPNGO,MER-3PL-MY-03,ONEY,RAIL,01-OCT-25,08-OCT-25,N/A,EGHU1036269,"14,630 kg",KG,"22,100.00",CNY,DAP,IN_TRANSIT,852990
SHP-210198,,CNXMN,MER-DC-US-05,EGLV,OCEAN,05-OCT-25,01-NOV-25,N/A,ONEU1036637,"5,250 kg",KG,"10,800.00",CNY,FOB,IN_TRANSIT,853400
SHP-210199,,TWTPE,MER-DC-CN-02,ONEY,OCEAN,09-OCT-25,06-NOV-25,N/A,ONEU1036637,"6,110 kg",KG,"21,600.00",USD,FCA,EXCEPTION,852990
SHP-210200,4500088139,CNSHA,MER-3PL-US-01,CMDU,OCEAN,13-OCT-25,11-NOV-25,10-NOV-25,MSKU1037000,"22,575 lb",LB,"11,200.00",CNY,CIF,DELIVERED,853400
SHP-210201,4500088205,CNYTN,MER-DC-US-03,EGLV,AIR,17-OCT-25,22-OCT-25,22-OCT-25,MSKU1037000,"2,600 kg",KG,"1,200.00",CNY,CIF,DELIVERED,850760
SHP-210202,4500088278,TWKHH,MER-DC-DE-01,MAEU,TRUCK,21-OCT-25,27-OCT-25,28-OCT-25,MAEU1037378,"7,930 kg",KG,"11,200.00",EUR,DDP,DELIVERED,851770
SHP-210203,4500088343,VNSGN,MER-DC-MX-01,MAEU,RAIL,25-OCT-25,01-NOV-25,03-NOV-25,MAEU1037378,"24,272 lb",LB,"3,900.00",USD,DAP,DELIVERED,847330
SHP-210204,4500088416,KRPUS,MER-DC-NL-01,CMDU,OCEAN,29-OCT-25,25-NOV-25,28-NOV-25,EGHU1037748,"16,980 kg",KG,"14,900.00",EUR,FOB,DELIVERED,392690
SHP-210205,4500088488,JPNGO,MER-DC-US-06,MAEU,OCEAN,02-NOV-25,30-NOV-25,04-DEC-25,EGHU1037748,"29,233 lb",LB,"4,900.00",USD,FCA,DELIVERED,851770
SHP-210206,4500088552,CNXMN,MER-DC-JP-01,EGLV,OCEAN,06-NOV-25,05-DEC-25,10-DEC-25,ONEU1038115,"5,150 kg",KG,"4,400.00",USD,EXW,DELIVERED,850760
SHP-210207,4500900207,TWTPE,MER-3PL-PL-02,HLCU,AIR,10-NOV-25,15-NOV-25,N/A,ONEU1038115,"3,680 kg",KG,"11,900.00",EUR,CIF,IN_TRANSIT,852990
SHP-210208,,CNSHA,MER-DC-US-04,CMDU,TRUCK,14-NOV-25,20-NOV-25,N/A,MSKU1038480,"18,290 kg",KG,"23,800.00",CNY,DDP,IN_TRANSIT,850760
SHP-210209,,CNYTN,MER-DC-CN-01,CMDU,RAIL,18-NOV-25,25-NOV-25,N/A,MSKU1038480,"35,406 lb",LB,"19,900.00",USD,DAP,EXCEPTION,392690
SHP-210210,4500088797,TWKHH,MER-DC-SG-01,HLCU,OCEAN,22-NOV-25,19-DEC-25,19-DEC-25,MAEU1038857,"14,400 kg",KG,"15,600.00",USD,FOB,DELIVERED,851770
SHP-210211,4500088856,VNSGN,MER-DC-US-02,CMDU,OCEAN,26-NOV-25,24-DEC-25,25-DEC-25,MAEU1038857,"1,140 kg",KG,"1,000.00",USD,FCA,DELIVERED,852990
SHP-210212,4500088917,KRPUS,MER-DC-NL-01,HLCU,OCEAN,30-NOV-25,29-DEC-25,31-DEC-25,EGHU1039226,"35,097 lb",LB,"13,300.00",EUR,EXW,DELIVERED,853400
SHP-210213,4500088989,JPNGO,MER-DC-GB-01,ONEY,AIR,04-DEC-25,09-DEC-25,12-DEC-25,EGHU1039226,"14,540 kg",KG,"15,300.00",USD,CIF,DELIVERED,853400
SHP-210214,4500089065,CNXMN,MER-3PL-MY-03,MAEU,TRUCK,08-DEC-25,14-DEC-25,18-DEC-25,ONEU1039596,"7,517 lb",LB,"16,000.00",USD,DDP,DELIVERED,852990
SHP-210215,4500089119,TWTPE,MER-DC-US-05,EGLV,RAIL,12-DEC-25,19-DEC-25,24-DEC-25,ONEU1039596,"15,120 kg",KG,"12,300.00",EUR,DAP,DELIVERED,853400
SHP-210216,4500089177,CNSHA,MER-DC-CN-02,MAEU,OCEAN,16-DEC-25,12-JAN-26,09-JAN-26,MSKU1039960,"2,770 kg",KG,"13,200.00",EUR,FOB,DELIVERED,392690
SHP-210217,,CNYTN,MER-3PL-US-01,HLCU,OCEAN,20-DEC-25,17-JAN-26,N/A,MSKU1039960,"8,940 kg",KG,"18,100.00",USD,FCA,IN_TRANSIT,847330
SHP-210218,,TWKHH,MER-DC-US-03,FDXG,OCEAN,24-DEC-25,22-JAN-26,N/A,MAEU1040330,"38,580 lb",LB,"22,300.00",USD,EXW,IN_TRANSIT,392690
SHP-210219,,VNSGN,MER-DC-DE-01,FDXG,AIR,28-DEC-25,02-JAN-26,N/A,MAEU1040330,"11,170 kg",KG,"2,300.00",EUR,CIF,EXCEPTION,852990
SHP-210220,4500089435,KRPUS,MER-DC-MX-01,MAEU,TRUCK,01-JAN-26,07-JAN-26,08-JAN-26,EGHU1040700,"13,270 kg",KG,"2,200.00",USD,DAP,DELIVERED,850760
SHP-210221,4500089508,JPNGO,MER-DC-NL-01,MAEU,RAIL,05-JAN-26,12-JAN-26,14-JAN-26,EGHU1040700,"22,068 lb",LB,"5,500.00",EUR,DAP,DELIVERED,847330
SHP-210222,4500089566,CNXMN,MER-DC-US-06,EGLV,OCEAN,28-MAY-25,24-JUN-25,27-JUN-25,ONEU1041079,"14,060 kg",KG,"15,900.00",EUR,FOB,DELIVERED,851770
SHP-210223,4500089636,TWTPE,MER-DC-JP-01,FDXG,OCEAN,13-JAN-26,10-FEB-26,14-FEB-26,ONEU1041079,"19,047 lb",LB,"1,000.00",USD,FCA,DELIVERED,853400
SHP-210224,4500089700,CNSHA,MER-3PL-PL-02,ONEY,OCEAN,17-JAN-26,15-FEB-26,20-FEB-26,MSKU1041442,"2,280 kg",KG,"17,700.00",USD,EXW,DELIVERED,847330
SHP-210225,4500089755,CNYTN,MER-DC-US-04,MAEU,AIR,21-JAN-26,26-JAN-26,23-JAN-26,MSKU1041442,"13,580 kg",KG,"17,300.00",USD,CIF,DELIVERED,392690
SHP-210226,4500089822,TWKHH,MER-DC-CN-01,EGLV,TRUCK,25-JAN-26,31-JAN-26,29-JAN-26,MAEU1041819,"15,950 kg",KG,"21,300.00",USD,DDP,DELIVERED,850760
SHP-210227,,VNSGN,MER-DC-SG-01,CMDU,RAIL,29-JAN-26,05-FEB-26,N/A,MAEU1041819,"4,916 lb",LB,"2,400.00",EUR,DAP,IN_TRANSIT,847330
SHP-210228,,KRPUS,MER-DC-US-02,HLCU,OCEAN,02-FEB-26,01-MAR-26,N/A,EGHU1042180,"14,990 kg",KG,"1,200.00",USD,FOB,IN_TRANSIT,850760
SHP-210229,,JPNGO,MER-DC-NL-01,FDXG,OCEAN,06-FEB-26,06-MAR-26,N/A,EGHU1042180,"2,900 kg",KG,"3,800.00",EUR,FCA,EXCEPTION,853400
SHP-210230,4500087087,CNXMN,MER-DC-GB-01,CMDU,OCEAN,10-FEB-26,11-MAR-26,13-MAR-26,ONEU1042558,"12,125 lb",LB,"5,600.00",EUR,EXW,DELIVERED,847330
SHP-210231,4500087161,TWTPE,MER-3PL-MY-03,MAEU,AIR,14-FEB-26,19-FEB-26,22-FEB-26,ONEU1042558,"7,850 kg",KG,"2,900.00",EUR,CIF,DELIVERED,851770
SHP-210232,4500087231,CNSHA,MER-DC-US-05,EGLV,TRUCK,18-FEB-26,24-FEB-26,28-FEB-26,MSKU1042921,"34,502 lb",LB,"1,100.00",USD,DDP,DELIVERED,853400
SHP-210233,4500087298,CNYTN,MER-DC-CN-02,ONEY,RAIL,22-FEB-26,01-MAR-26,06-MAR-26,MSKU1042921,"6,870 kg",KG,"13,000.00",USD,DAP,DELIVERED,847330
SHP-210234,4500087371,TWKHH,MER-3PL-US-01,CMDU,OCEAN,26-FEB-26,25-MAR-26,22-MAR-26,MAEU1043299,"14,900 kg",KG,"13,400.00",USD,FOB,DELIVERED,850760
SHP-210235,4500087426,VNSGN,MER-DC-US-03,CMDU,OCEAN,02-MAR-26,30-MAR-26,28-MAR-26,MAEU1043299,"10,500 kg",KG,"16,600.00",EUR,FCA,DELIVERED,851770
SHP-210236,4500087496,KRPUS,Berlin DC Bldg A,EGLV,OCEAN,06-MAR-26,04-APR-26,03-APR-26,EGHU1043669,"40,300 lb",LB,"6,300.00",EUR,EXW,DELIVERED,847330
SHP-210237,,JPNGO,MER-DC-MX-01,MAEU,AIR,10-MAR-26,15-MAR-26,N/A,EGHU1043669,"14,230 kg",KG,"17,600.00",USD,CIF,IN_TRANSIT,847330
SHP-210238,,CNXMN,MER-DC-NL-01,HLCU,TRUCK,14-MAR-26,20-MAR-26,N/A,ONEU1044036,"16,450 kg",KG,"17,400.00",EUR,DDP,IN_TRANSIT,851770
SHP-210239,,TWTPE,MER-DC-US-06,MAEU,RAIL,18-MAR-26,25-MAR-26,N/A,ONEU1044036,"30,489 lb",LB,"2,800.00",USD,DAP,EXCEPTION,853400
SHP-210240,4500087762,CNSHA,MER-DC-JP-01,MAEU,OCEAN,22-MAR-26,18-APR-26,21-APR-26,MSKU1044400,"12,660 kg",KG,"13,000.00",CNY,FCA,DELIVERED,847330
SHP-210241,4500087818,CNYTN,MER-3PL-PL-02,ONEY,OCEAN,26-MAR-26,23-APR-26,27-APR-26,MSKU1044400,"40,697 lb",LB,"8,800.00",CNY,FCA,DELIVERED,392690
SHP-210242,4500087894,TWKHH,MER-DC-US-04,ONEY,OCEAN,30-MAR-26,28-APR-26,03-MAY-26,MAEU1044778,"12,190 kg",KG,"9,600.00",CNY,EXW,DELIVERED,851770
SHP-210243,4500087965,VNSGN,MER-DC-CN-01,EGLV,AIR,03-APR-26,08-APR-26,05-APR-26,MAEU1044778,"9,520 kg",KG,"8,700.00",USD,CIF,DELIVERED,851770
SHP-210244,4500088036,KRPUS,MER-DC-SG-01,ONEY,TRUCK,07-APR-26,13-APR-26,11-APR-26,EGHU1045147,"7,690 kg",KG,"6,300.00",USD,DDP,DELIVERED,392690
SHP-210245,4500088088,JPNGO,MER-DC-US-02,MAEU,RAIL,11-APR-26,18-APR-26,17-APR-26,EGHU1045147,"34,811 lb",LB,"21,200.00",USD,DAP,DELIVERED,853400
SHP-210246,4500088162,CNXMN,MER-DC-NL-01,MAEU,OCEAN,15-APR-26,12-MAY-26,12-MAY-26,ONEU1045515,"16,190 kg",KG,"16,400.00",EUR,FOB,DELIVERED,847330
SHP-210247,,TWTPE,MER-DC-GB-01,HLCU,OCEAN,19-APR-26,17-MAY-26,N/A,ONEU1045515,"1,620 kg",KG,"13,500.00",EUR,FCA,IN_TRANSIT,853400
SHP-210248,,CNSHA,MER-3PL-MY-03,MAEU,OCEAN,23-APR-26,22-MAY-26,N/A,MSKU1045880,"7,187 lb",LB,"9,300.00",CNY,EXW,IN_TRANSIT,853400
SHP-210249,,CNYTN,MER-DC-US-05,CMDU,AIR,27-APR-26,02-MAY-26,N/A,MSKU1045880,"6,600 kg",KG,"19,600.00",EUR,CIF,EXCEPTION,392690
SHP-210250,4500088429,TWKHH,MER-DC-CN-02,FDXG,TRUCK,01-MAY-26,07-MAY-26,11-MAY-26,MAEU1046256,"32,959 lb",LB,"4,900.00",USD,DDP,DELIVERED,851770
SHP-210251,4500088505,VNSGN,MER-3PL-US-01,HLCU,RAIL,05-MAY-26,12-MAY-26,17-MAY-26,MAEU1046256,"18,090 kg",KG,"4,500.00",CNY,DAP,DELIVERED,850760
SHP-210252,4500088564,KRPUS,MER-DC-US-03,ONEY,OCEAN,09-MAY-26,05-JUN-26,02-JUN-26,EGHU1046626,"8,770 kg",KG,"9,500.00",CNY,FOB,DELIVERED,847330
SHP-210253,4500088623,JPNGO,MER-DC-DE-01,EGLV,OCEAN,13-MAY-26,10-JUN-26,08-JUN-26,EGHU1046626,"8,660 kg",KG,"4,800.00",USD,FCA,DELIVERED,850760
SHP-210254,4500088689,CNXMN,MER-DC-MX-01,CMDU,OCEAN,17-MAY-26,15-JUN-26,14-JUN-26,ONEU1046996,"33,686 lb",LB,"17,400.00",USD,EXW,DELIVERED,392690
SHP-210255,4500088752,TWTPE,MER-DC-NL-01,FDXG,AIR,21-MAY-26,26-MAY-26,26-MAY-26,ONEU1046996,"16,930 kg",KG,"20,600.00",USD,CIF,DELIVERED,847330
SHP-210256,4500088820,CNSHA,MER-DC-US-06,FDXG,TRUCK,25-MAY-26,31-MAY-26,01-JUN-26,MSKU1047369,"1,060 kg",KG,"1,100.00",CNY,DDP,DELIVERED,850760
SHP-210257,4500900257,CNYTN,MER-DC-JP-01,MAEU,RAIL,29-MAY-26,05-JUN-26,N/A,MSKU1047369,"9,391 lb",LB,"16,800.00",CNY,DAP,IN_TRANSIT,852990
SHP-210258,,TWKHH,MER-3PL-PL-02,EGLV,OCEAN,02-JUN-26,29-JUN-26,N/A,MAEU1047735,890 kg,KG,"21,700.00",USD,FOB,IN_TRANSIT,392690
SHP-210259,,VNSGN,MER-DC-US-04,HLCU,OCEAN,27-SEP-25,25-OCT-25,N/A,MAEU1047735,"24,890 lb",LB,"22,200.00",USD,FCA,EXCEPTION,850760
SHP-210260,4500089078,KRPUS,Shanghai DC,FDXG,OCEAN,06-JAN-25,04-FEB-25,09-FEB-25,EGHU1048104,"13,790 kg",KG,"8,000.00",CNY,CIF,DELIVERED,850760
