SNAPSHOT_DATE,FACILITY_CODE,SITE_NAME,COUNTRY,DEPARTMENT,HEADCOUNT_FTE,CONTRACTOR_COUNT,OPEN_REQUISITIONS
2025-04-01,MER-RTL-JP-0046,Meridian Store Osaka 46,JP,RETAIL_OPS,15,0,3
2025-07-01,MER-RTL-JP-0046,Meridian Store Osaka 46,JP,RETAIL_OPS,15,0,4
2025-10-01,MER-RTL-JP-0046,Meridian Store Osaka 46,JP,RETAIL_OPS,16,0,5
2026-01-01,MER-RTL-JP-0046,Meridian Store Osaka 46,JP,RETAIL_OPS,16,0,6
2026-04-01,MER-RTL-JP-0046,Meridian Store Osaka 46,JP,RETAIL_OPS,17,-,0
2025-01-01,MER-RTL-AU-0047,Meridian Store Sydney 47,AU,RETAIL_OPS,12,1,6
2025-04-01,MER-RTL-AU-0047,Meridian Store Sydney 47,AU,RETAIL_OPS,13,0,0
2025-07-01,MER-RTL-AU-0047,Meridian Store Sydney 47,AU,RETAIL_OPS,13,0,1
2025-10-01,MER-RTL-AU-0047,Meridian Store Sydney 47,AU,RETAIL_OPS,14,0,2
2026-01-01,MER-RTL-AU-0047,Meridian Store Sydney 47,AU,RETAIL_OPS,14,0,3
2026-04-01,MER-RTL-AU-0047,Meridian Store Sydney 47,AU,RETAIL_OPS,14,-,4
2025-01-01,MER-RTL-US-0048,Meridian Store San Diego 48,US,RETAIL_OPS,13,1,4
2025-04-01,MER-RTL-US-0048,Meridian Store San Diego 48,US,RETAIL_OPS,13,0,5
2025-07-01,MER-RTL-US-0048,Meridian Store San Diego 48,US,RETAIL_OPS,14,0,6
2025-10-01,MER-RTL-US-0048,Meridian Store San Diego 48,US,RETAIL_OPS,14,0,0
2026-01-01,MER-RTL-US-0048,Meridian Store San Diego 48,US,RETAIL_OPS,15,0,1
2026-04-01,MER-RTL-US-0048,Meridian Store San Diego 48,US,RETAIL_OPS,15,-,2
2025-01-01,MER-RTL-US-0049,Meridian Store Austin 49,US,RETAIL_OPS,14,1,5
2025-04-01,MER-RTL-US-0049,Meridian Store Austin 49,US,RETAIL_OPS,14,0,6
2025-07-01,MER-RTL-US-0049,Meridian Store Austin 49,US,RETAIL_OPS,15,0,0
2025-10-01,MER-RTL-US-0049,Meridian Store Austin 49,US,RETAIL_OPS,15,0,1
2026-01-01,MER-RTL-US-0049,Meridian Store Austin 49,US,RETAIL_OPS,16,0,2
2026-04-01,MER-RTL-US-0049,Meridian Store Austin 49,US,RETAIL_OPS,16,-,3
2025-01-01,MER-RTL-US-0050,Meridian Store Denver 50,US,RETAIL_OPS,14,1,4
2025-04-01,MER-RTL-US-0050,Meridian Store Denver 50,US,RETAIL_OPS,15,0,5
2025-07-01,MER-RTL-US-0050,Meridian Store Denver 50,US,RETAIL_OPS,15,0,6
2025-10-01,MER-RTL-US-0050,Meridian Store Denver 50,US,RETAIL_OPS,16,0,0
2026-01-01,MER-RTL-US-0050,Meridian Store Denver 50,US,RETAIL_OPS,16,0,1
2026-04-01,MER-RTL-US-0050,Meridian Store Denver 50,US,RETAIL_OPS,17,-,2
2025-01-01,MER-RTL-US-0051,Meridian Store Seattle 51,US,RETAIL_OPS,15,1,5
2025-04-01,MER-RTL-US-0051,Meridian Store Seattle 51,US,RETAIL_OPS,15,0,6
2025-07-01,MER-RTL-US-0051,Meridian Store Seattle 51,US,RETAIL_OPS,16,0,0
2025-10-01,MER-RTL-US-0051,Meridian Store Seattle 51,US,RETAIL_OPS,16,0,1
2026-01-01,MER-RTL-US-0051,Meridian Store Seattle 51,US,RETAIL_OPS,17,0,2
2026-04-01,MER-RTL-US-0051,Meridian Store Seattle 51,US,RETAIL_OPS,17,-,3
2025-01-01,MER-RTL-CA-0052,Meridian Store Vancouver 52,CA,RETAIL_OPS,10,1,5
2025-04-01,MER-RTL-CA-0052,Meridian Store Vancouver 52,CA,RETAIL_OPS,10,0,6
2025-07-01,MER-RTL-CA-0052,Meridian Store Vancouver 52,CA,RETAIL_OPS,10,0,0
2025-10-01,MER-RTL-CA-0052,Meridian Store Vancouver 52,CA,RETAIL_OPS,11,0,1
2026-01-01,MER-RTL-CA-0052,Meridian Store Vancouver 52,CA,RETAIL_OPS,11,0,2
2026-04-01,MER-RTL-CA-0052,Meridian Store Vancouver 52,CA,RETAIL_OPS,11,-,3
2025-01-01,MER-RTL-GB-0053,Meridian Store London 53,GB,RETAIL_OPS,14,1,4
2025-04-01,MER-RTL-GB-0053,Meridian Store London 53,GB,RETAIL_OPS,14,0,5
2025-07-01,MER-RTL-GB-0053,Meridian Store London 53,GB,RETAIL_OPS,15,0,6
2025-10-01,MER-RTL-GB-0053,Meridian Store London 53,GB,RETAIL_OPS,15,0,0
2026-01-01,MER-RTL-GB-0053,Meridian Store London 53,GB,RETAIL_OPS,16,0,1
2026-04-01,MER-RTL-GB-0053,Meridian Store London 53,GB,RETAIL_OPS,16,-,2
2025-01-01,MER-RTL-DE-0054,Meridian Store Munich 54,DE,RETAIL_OPS,14,1,5
2025-04-01,MER-RTL-DE-0054,Meridian Store Munich 54,DE,RETAIL_OPS,15,0,6
2025-07-01,MER-RTL-DE-0054,Meridian Store Munich 54,DE,RETAIL_OPS,15,0,0
2025-10-01,MER-RTL-DE-0054,Meridian Store Munich 54,DE,RETAIL_OPS,16,0,1
2026-01-01,MER-RTL-DE-0054,Meridian Store Munich 54,DE,RETAIL_OPS,16,0,2
2026-04-01,MER-RTL-DE-0054,Meridian Store Munich 54,DE,RETAIL_OPS,17,-,3
2025-01-01,MER-RTL-FR-0055,Meridian Store Paris 55,FR,RETAIL_OPS,13,1,0
2025-04-01,MER-RTL-FR-0055,Meridian Store Paris 55,FR,RETAIL_OPS,13,0,1
2025-07-01,MER-RTL-FR-0055,Meridian Store Paris 55,FR,RETAIL_OPS,14,0,2
2025-10-01,MER-RTL-FR-0055,Meridian Store Paris 55,FR,RETAIL_OPS,14,0,3
2026-01-01,MER-RTL-FR-0055,Meridian Store Paris 55,FR,RETAIL_OPS,15,0,4
2026-04-01,MER-RTL-FR-0055,Meridian Store Paris 55,FR,RETAIL_OPS,15,-,5
2025-01-01,MER-RTL-NL-0056,Meridian Store Tilburg 56,NL,RETAIL_OPS,15,1,3
2025-04-01,MER-RTL-NL-0056,Meridian Store Tilburg 56,NL,RETAIL_OPS,15,0,4
2025-07-01,MER-RTL-NL-0056,Meridian Store Tilburg 56,NL,RETAIL_OPS,16,0,5
2025-10-01,MER-RTL-NL-0056,Meridian Store Tilburg 56,NL,RETAIL_OPS,16,0,6
2026-01-01,MER-RTL-NL-0056,Meridian Store Tilburg 56,NL,RETAIL_OPS,17,0,0
2026-04-01,MER-RTL-NL-0056,Meridian Store Tilburg 56,NL,RETAIL_OPS,17,-,1
2025-01-01,MER-RTL-CN-0057,Meridian Store Shanghai 57,CN,RETAIL_OPS,10,1,2
2025-04-01,MER-RTL-CN-0057,Meridian Store Shanghai 57,CN,RETAIL_OPS,10,0,3
2025-07-01,MER-RTL-CN-0057,Meridian Store Shanghai 57,CN,RETAIL_OPS,10,0,4
2025-10-01,MER-RTL-CN-0057,Meridian Store Shanghai 57,CN,RETAIL_OPS,11,0,5
2026-01-01,MER-RTL-CN-0057,Meridian Store Shanghai 57,CN,RETAIL_OPS,11,0,6
2026-04-01,MER-RTL-CN-0057,Meridian Store Shanghai 57,CN,RETAIL_OPS,11,-,0
2025-01-01,MER-RTL-JP-0058,Meridian Store Osaka 58,JP,RETAIL_OPS,10,1,5
2025-04-01,MER-RTL-JP-0058,Meridian Store Osaka 58,JP,RETAIL_OPS,11,0,6
2025-07-01,MER-RTL-JP-0058,Meridian Store Osaka 58,JP,RETAIL_OPS,11,0,0
2025-10-01,MER-RTL-JP-0058,Meridian Store Osaka 58 ,JP,RETAIL_OPS,12,0,1
2026-01-01,MER-RTL-JP-0058,Meridian Store Osaka 58,JP,RETAIL_OPS,12,0,2
2026-04-01,MER-RTL-JP-0058,Meridian Store Osaka 58,JP,RETAIL_OPS,12,-,3
2025-01-01,MER-RTL-AU-0059,Meridian Store Sydney 59,AU,RETAIL_OPS,14,1,2
2025-04-01,MER-RTL-AU-0059,Meridian Store Sydney 59,AU,RETAIL_OPS,15,0,3
2025-07-01,MER-RTL-AU-0059,Meridian Store Sydney 59,AU,RETAIL_OPS,15,0,4
2025-10-01,MER-RTL-AU-0059,Meridian Store Sydney 59,AU,RETAIL_OPS,16,0,5
2026-01-01,MER-RTL-AU-0059,Meridian Store Sydney 59,AU,RETAIL_OPS,16,0,6
2026-04-01,MER-RTL-AU-0059,Meridian Store Sydney 59,AU,RETAIL_OPS,17,-,0
2025-01-01,MER-RTL-US-0060,Meridian Store Chicago 60,US,RETAIL_OPS,15,1,5
2025-04-01,MER-RTL-US-0060,Meridian Store Chicago 60,US,RETAIL_OPS,15,0,6
2025-07-01,MER-RTL-US-0060,Meridian Store Chicago 60,US,RETAIL_OPS,16,0,0
2025-10-01,MER-RTL-US-0060,Meridian Store Chicago 60,US,RETAIL_OPS,16,0,1
2026-01-01,MER-RTL-US-0060,Meridian Store Chicago 60,US,RETAIL_OPS,17,0,2
2026-04-01,MER-RTL-US-0060,Meridian Store Chicago 60,US,RETAIL_OPS,17,-,3
2025-01-01,MER-RTL-US-0061,Meridian Store Boston 61,US,RETAIL_OPS,10,1,6
2025-04-01,MER-RTL-US-0061,Meridian Store Boston 61,US,RETAIL_OPS,10,0,0
2025-07-01,MER-RTL-US-0061,Meridian Store Boston 61,US,RETAIL_OPS,10,0,1
2025-10-01,MER-RTL-US-0061,Meridian Store Boston 61,US,RETAIL_OPS,11,0,2
2026-01-01,MER-RTL-US-0061,Meridian Store Boston 61,US,RETAIL_OPS,11,0,3
2026-04-01,MER-RTL-US-0061,Meridian Store Boston 61,US,RETAIL_OPS,11,-,4
2025-01-01,MER-RTL-US-0062,Meridian Store Miami 62,US,RETAIL_OPS,10,1,0
2025-04-01,MER-RTL-US-0062,Meridian Store Miami 62,US,RETAIL_OPS,11,0,1
2025-07-01,MER-RTL-US-0062,Meridian Store Miami 62,US,RETAIL_OPS,11,0,2
2025-10-01,MER-RTL-US-0062,Meridian Store Miami 62,US,RETAIL_OPS,12,0,3
2026-01-01,MER-RTL-US-0062,Meridian Store Miami 62,US,RETAIL_OPS,12,0,4
2026-04-01,MER-RTL-US-0062,Meridian Store Miami 62,US,RETAIL_OPS,12,-,5
2025-01-01,MER-RTL-US-0063,Meridian Store Portland 63,US,RETAIL_OPS,11,1,1
2025-04-01,MER-RTL-US-0063,Meridian Store Portland 63,US,RETAIL_OPS,11,0,2
2025-07-01,MER-RTL-US-0063,Meridian Store Portland 63,US,RETAIL_OPS,12,0,3
2025-10-01,MER-RTL-US-0063,Meridian Store Portland 63,US,RETAIL_OPS,12,0,4
2026-01-01,MER-RTL-US-0063,Meridian Store Portland 63,US,RETAIL_OPS,13,0,5
2026-04-01,MER-RTL-US-0063,Meridian Store Portland 63,US,RETAIL_OPS,13,-,6
2025-01-01,MER-RTL-CA-0064,Meridian Store Vancouver 64,CA,RETAIL_OPS,12,1,1
2025-04-01,MER-RTL-CA-0064,Meridian Store Vancouver 64,CA,RETAIL_OPS,12,0,2
2025-07-01,MER-RTL-CA-0064,Meridian Store Vancouver 64,CA,RETAIL_OPS,13,0,3
2025-10-01,MER-RTL-CA-0064,Meridian Store Vancouver 64,CA,RETAIL_OPS,13,0,4
2026-01-01,MER-RTL-CA-0064,Meridian Store Vancouver 64,CA,RETAIL_OPS,13,0,5
2026-04-01,MER-RTL-CA-0064,Meridian Store Vancouver 64,CA,RETAIL_OPS,14,-,6
2025-01-01,MER-RTL-GB-0065,Meridian Store London 65,GB,RETAIL_OPS,10,1,0
2025-04-01,MER-RTL-GB-0065,Meridian Store London 65,GB,RETAIL_OPS,10,0,1
2025-07-01,MER-RTL-GB-0065,Meridian Store London 65,GB,RETAIL_OPS,10,0,2
2025-10-01,MER-RTL-GB-0065,Meridian Store London 65,GB,RETAIL_OPS,11,0,3
2026-01-01,MER-RTL-GB-0065,Meridian Store London 65,GB,RETAIL_OPS,11,0,4
2026-04-01,MER-RTL-GB-0065,Meridian Store London 65,GB,RETAIL_OPS,11,-,5
2025-01-01,MER-RTL-DE-0066,Meridian Store Munich 66,DE,RETAIL_OPS,10,1,1
2025-04-01,MER-RTL-DE-0066,Meridian Store Munich 66,DE,RETAIL_OPS,11,0,2
2025-07-01,MER-RTL-DE-0066,Meridian Store Munich 66,DE,RETAIL_OPS,11,0,3
2025-10-01,MER-RTL-DE-0066,Meridian Store Munich 66,DE,RETAIL_OPS,12,0,4
2026-01-01,MER-RTL-DE-0066,Meridian Store Munich 66,DE,RETAIL_OPS,12,0,5
2026-04-01,MER-RTL-DE-0066,Meridian Store Munich 66,DE,RETAIL_OPS,12,-,6
2025-01-01,MER-RTL-FR-0067,Meridian Store Paris 67,FR,RETAIL_OPS,15,1,3
2025-04-01,MER-RTL-FR-0067,Meridian Store Paris 67,FR,RETAIL_OPS,15,0,4
2025-07-01,MER-RTL-FR-0067,Meridian Store Paris 67,FR,RETAIL_OPS,16,0,5
2025-10-01,MER-RTL-FR-0067,Meridian Store Paris 67 ,FR,RETAIL_OPS,16,0,6
2026-01-01,MER-RTL-FR-0067,Meridian Store Paris 67,FR,RETAIL_OPS,17,0,0
2026-04-01,MER-RTL-FR-0067,Meridian Store Paris 67,FR,RETAIL_OPS,17,-,1
2025-01-01,MER-RTL-NL-0068,Meridian Store Tilburg 68,NL,RETAIL_OPS,11,1,6
2025-04-01,MER-RTL-NL-0068,Meridian Store Tilburg 68,NL,RETAIL_OPS,11,0,0
2025-07-01,MER-RTL-NL-0068,Meridian Store Tilburg 68,NL,RETAIL_OPS,12,0,1
2025-10-01,MER-RTL-NL-0068,Meridian Store Tilburg 68,NL,RETAIL_OPS,12,0,2
2026-01-01,MER-RTL-NL-0068,Meridian Store Tilburg 68,NL,RETAIL_OPS,13,0,3
2026-04-01,MER-RTL-NL-0068,Meridian Store Tilburg 68,NL,RETAIL_OPS,13,-,4
2025-01-01,MER-RTL-CN-0069,Meridian Store Shanghai 69,CN,RETAIL_OPS,12,1,5
2025-04-01,MER-RTL-CN-0069,Meridian Store Shanghai 69,CN,RETAIL_OPS,12,0,6
2025-07-01,MER-RTL-CN-0069,Meridian Store Shanghai 69,CN,RETAIL_OPS,13,0,0
2025-10-01,MER-RTL-CN-0069,Meridian Store Shanghai 69,CN,RETAIL_OPS,13,0,1
2026-01-01,MER-RTL-CN-0069,Meridian Store Shanghai 69,CN,RETAIL_OPS,13,0,2
2026-04-01,MER-RTL-CN-0069,Meridian Store Shanghai 69,CN,RETAIL_OPS,14,-,3
2025-01-01,MER-RTL-JP-0070,Meridian Store Osaka 70,JP,RETAIL_OPS,12,1,6
2025-04-01,MER-RTL-JP-0070,Meridian Store Osaka 70,JP,RETAIL_OPS,13,0,0
2025-07-01,MER-RTL-JP-0070,Meridian Store Osaka 70,JP,RETAIL_OPS,13,0,1
2025-10-01,MER-RTL-JP-0070,Meridian Store Osaka 70,JP,RETAIL_OPS,14,0,2
2026-01-01,MER-RTL-JP-0070,Meridian Store Osaka 70,JP,RETAIL_OPS,14,0,3
2026-04-01,MER-RTL-JP-0070,Meridian Store Osaka 70,JP,RETAIL_OPS,14,-,4
2025-01-01,MER-RTL-AU-0071,Meridian Store Sydney 71,AU,RETAIL_OPS,10,1,3
2025-04-01,MER-RTL-AU-0071,Meridian Store Sydney 71,AU,RETAIL_OPS,11,0,4
2025-07-01,MER-RTL-AU-0071,Meridian Store Sydney 71,AU,RETAIL_OPS,11,0,5
2025-10-01,MER-RTL-AU-0071,Meridian Store Sydney 71,AU,RETAIL_OPS,12,0,6
2026-01-01,MER-RTL-AU-0071,Meridian Store Sydney 71,AU,RETAIL_OPS,12,0,0
2026-04-01,MER-RTL-AU-0071,Meridian Store Sydney 71,AU,RETAIL_OPS,12,-,1
2025-01-01,MER-RTL-US-0072,Meridian Store San Diego 72,US,RETAIL_OPS,11,1,1
2025-04-01,MER-RTL-US-0072,Meridian Store San Diego 72,US,RETAIL_OPS,11,0,2
2025-07-01,MER-RTL-US-0072,Meridian Store San Diego 72,US,RETAIL_OPS,12,0,3
2025-10-01,MER-RTL-US-0072,Meridian Store San Diego 72,US,RETAIL_OPS,12,0,4
2026-01-01,MER-RTL-US-0072,Meridian Store San Diego 72,US,RETAIL_OPS,13,0,5
2026-04-01,MER-RTL-US-0072,Meridian Store San Diego 72,US,RETAIL_OPS,13,-,6
2025-01-01,MER-RTL-US-0073,Meridian Store Austin 73,US,RETAIL_OPS,12,1,2
2025-04-01,MER-RTL-US-0073,Meridian Store Austin 73,US,RETAIL_OPS,12,0,3
2025-07-01,MER-RTL-US-0073,Meridian Store Austin 73,US,RETAIL_OPS,13,0,4
2025-10-01,MER-RTL-US-0073,Meridian Store Austin 73 ,US,RETAIL_OPS,13,0,5
2026-01-01,MER-RTL-US-0073,Meridian Store Austin 73,US,RETAIL_OPS,13,0,6
2026-04-01,MER-RTL-US-0073,Meridian Store Austin 73,US,RETAIL_OPS,14,-,0
2025-01-01,MER-RTL-US-0074,Meridian Store Denver 74,US,RETAIL_OPS,12,1,3
2025-04-01,MER-RTL-US-0074,Meridian Store Denver 74,US,RETAIL_OPS,13,0,4
2025-07-01,MER-RTL-US-0074,Meridian Store Denver 74,US,RETAIL_OPS,13,0,5
2025-10-01,MER-RTL-US-0074,Meridian Store Denver 74,US,RETAIL_OPS,14,0,6
2026-01-01,MER-RTL-US-0074,Meridian Store Denver 74,US,RETAIL_OPS,14,0,0
2026-04-01,MER-RTL-US-0074,Meridian Store Denver 74,US,RETAIL_OPS,14,-,1
2025-01-01,MER-RTL-US-0075,Meridian Store Seattle 75,US,RETAIL_OPS,13,1,4
2025-04-01,MER-RTL-US-0075,Meridian Store Seattle 75,US,RETAIL_OPS,13,0,5
2025-07-01,MER-RTL-US-0075,Meridian Store Seattle 75,US,RETAIL_OPS,14,0,6
2025-10-01,MER-RTL-US-0075,Meridian Store Seattle 75,US,RETAIL_OPS,14,0,0
2026-01-01,MER-RTL-US-0075,Meridian Store Seattle 75,US,RETAIL_OPS,15,0,1
2026-04-01,MER-RTL-US-0075,Meridian Store Seattle 75,US,RETAIL_OPS,15,-,2
2025-01-01,MER-RTL-CA-0076,Meridian Store Vancouver 76,CA,RETAIL_OPS,14,1,4
2025-04-01,MER-RTL-CA-0076,Meridian Store Vancouver 76,CA,RETAIL_OPS,14,0,5
2025-07-01,MER-RTL-CA-0076,Meridian Store Vancouver 76,CA,RETAIL_OPS,15,0,6
2025-10-01,MER-RTL-CA-0076,Meridian Store Vancouver 76,CA,RETAIL_OPS,15,0,0
2026-01-01,MER-RTL-CA-0076,Meridian Store Vancouver 76,CA,RETAIL_OPS,16,0,1
2026-04-01,MER-RTL-CA-0076,Meridian Store Vancouver 76,CA,RETAIL_OPS,16,-,2
2025-01-01,MER-RTL-GB-0077,Meridian Store London 77,GB,RETAIL_OPS,12,1,3
2025-04-01,MER-RTL-GB-0077,Meridian Store London 77,GB,RETAIL_OPS,12,0,4
2025-07-01,MER-RTL-GB-0077,Meridian Store London 77,GB,RETAIL_OPS,13,0,5
2025-10-01,MER-RTL-GB-0077,Meridian Store London 77,GB,RETAIL_OPS,13,0,6
2026-01-01,MER-RTL-GB-0077,Meridian Store London 77,GB,RETAIL_OPS,13,0,0
2026-04-01,MER-RTL-GB-0077,Meridian Store London 77,GB,RETAIL_OPS,14,-,1
2025-01-01,MER-RTL-DE-0078,Meridian Store Munich 78,DE,RETAIL_OPS,12,1,4
2025-04-01,MER-RTL-DE-0078,Meridian Store Munich 78,DE,RETAIL_OPS,13,0,5
2025-07-01,MER-RTL-DE-0078,Meridian Store Munich 78,DE,RETAIL_OPS,13,0,6
2025-10-01,MER-RTL-DE-0078,Meridian Store Munich 78,DE,RETAIL_OPS,14,0,0
2026-01-01,MER-RTL-DE-0078,Meridian Store Munich 78,DE,RETAIL_OPS,14,0,1
2026-04-01,MER-RTL-DE-0078,Meridian Store Munich 78,DE,RETAIL_OPS,14,-,2
2025-01-01,MER-RTL-FR-0079,Meridian Store Paris 79,FR,RETAIL_OPS,11,1,6
2025-04-01,MER-RTL-FR-0079,Meridian Store Paris 79,FR,RETAIL_OPS,11,0,0
2025-07-01,MER-RTL-FR-0079,Meridian Store Paris 79,FR,RETAIL_OPS,12,0,1
2025-10-01,MER-RTL-FR-0079,Meridian Store Paris 79,FR,RETAIL_OPS,12,0,2
2026-01-01,MER-RTL-FR-0079,Meridian Store Paris 79,FR,RETAIL_OPS,13,0,3
2026-04-01,MER-RTL-FR-0079,Meridian Store Paris 79,FR,RETAIL_OPS,13,-,4
2025-01-01,MER-RTL-NL-0080,Meridian Store Tilburg 80,NL,RETAIL_OPS,13,1,0
2025-04-01,MER-RTL-NL-0080,Meridian Store Tilburg 80,NL,RETAIL_OPS,13,0,1
2025-07-01,MER-RTL-NL-0080,Meridian Store Tilburg 80,NL,RETAIL_OPS,14,0,2
2025-10-01,MER-RTL-NL-0080,Meridian Store Tilburg 80,NL,RETAIL_OPS,14,0,3
2026-01-01,MER-RTL-NL-0080,Meridian Store Tilburg 80,NL,RETAIL_OPS,15,0,4
2026-04-01,MER-RTL-NL-0080,Meridian Store Tilburg 80,NL,RETAIL_OPS,15,-,5
2025-01-01,MER-RTL-CN-0081,Meridian Store Shanghai 81,CN,RETAIL_OPS,14,1,6
2025-04-01,MER-RTL-CN-0081,Meridian Store Shanghai 81,CN,RETAIL_OPS,14,0,0
2025-07-01,MER-RTL-CN-0081,Meridian Store Shanghai 81,CN,RETAIL_OPS,15,0,1
2025-10-01,MER-RTL-CN-0081,Meridian Store Shanghai 81,CN,RETAIL_OPS,15,0,2
2026-01-01,MER-RTL-CN-0081,Meridian Store Shanghai 81,CN,RETAIL_OPS,16,0,3
2026-04-01,MER-RTL-CN-0081,Meridian Store Shanghai 81,CN,RETAIL_OPS,16,-,4
2025-01-01,MER-RTL-JP-0082,Meridian Store Osaka 82,JP,RETAIL_OPS,14,1,2
2025-04-01,MER-RTL-JP-0082,Meridian Store Osaka 82,JP,RETAIL_OPS,15,0,3
2025-07-01,MER-RTL-JP-0082,Meridian Store Osaka 82,JP,RETAIL_OPS,15,0,4
2025-10-01,MER-RTL-JP-0082,Meridian Store Osaka 82,JP,RETAIL_OPS,16,0,5
2026-01-01,MER-RTL-JP-0082,Meridian Store Osaka 82,JP,RETAIL_OPS,16,0,6
2026-04-01,MER-RTL-JP-0082,Meridian Store Osaka 82,JP,RETAIL_OPS,17,-,0
2025-01-01,MER-RTL-AU-0083,Meridian Store Sydney 83,AU,RETAIL_OPS,12,1,6
2025-04-01,MER-RTL-AU-0083,Meridian Store Sydney 83,AU,RETAIL_OPS,13,0,0
2025-07-01,MER-RTL-AU-0083,Meridian Store Sydney 83,AU,RETAIL_OPS,13,0,1
2025-10-01,MER-RTL-AU-0083,Meridian Store Sydney 83,AU,RETAIL_OPS,14,0,2
2026-01-01,MER-RTL-AU-0083,Meridian Store Sydney 83,AU,RETAIL_OPS,14,0,3
2026-04-01,MER-RTL-AU-0083,Meridian Store Sydney 83,AU,RETAIL_OPS,14,-,4
2025-01-01,MER-RTL-US-0084,Meridian Store Chicago 84,US,RETAIL_OPS,13,1,4
2025-04-01,MER-RTL-US-0084,Meridian Store Chicago 84,US,RETAIL_OPS,13,0,5
2025-07-01,MER-RTL-US-0084,Meridian Store Chicago 84,US,RETAIL_OPS,14,0,6
2025-10-01,MER-RTL-US-0084,Meridian Store Chicago 84,US,RETAIL_OPS,14,0,0
2026-01-01,MER-RTL-US-0084,Meridian Store Chicago 84,US,RETAIL_OPS,15,0,1
2026-04-01,MER-RTL-US-0084,Meridian Store Chicago 84,US,RETAIL_OPS,15,-,2
2025-01-01,MER-RTL-US-0085,Meridian Store Boston 85,US,RETAIL_OPS,14,1,5
2025-04-01,MER-RTL-US-0085,Meridian Store Boston 85,US,RETAIL_OPS,14,0,6
2025-07-01,MER-RTL-US-0085,Meridian Store Boston 85,US,RETAIL_OPS,15,0,0
2025-10-01,MER-RTL-US-0085,Meridian Store Boston 85,US,RETAIL_OPS,15,0,1
2026-01-01,MER-RTL-US-0085,Meridian Store Boston 85,US,RETAIL_OPS,16,0,2
2026-04-01,MER-RTL-US-0085,Meridian Store Boston 85,US,RETAIL_OPS,16,-,3
2025-01-01,MER-RTL-US-0086,Meridian Store Miami 86,US,RETAIL_OPS,14,1,6
2025-04-01,MER-RTL-US-0086,Meridian Store Miami 86,US,RETAIL_OPS,15,0,0
2025-07-01,MER-RTL-US-0086,Meridian Store Miami 86,US,RETAIL_OPS,15,0,1
2025-10-01,MER-RTL-US-0086,Meridian Store Miami 86,US,RETAIL_OPS,16,0,2
2026-01-01,MER-RTL-US-0086,Meridian Store Miami 86,US,RETAIL_OPS,16,0,3
2026-04-01,MER-RTL-US-0086,Meridian Store Miami 86,US,RETAIL_OPS,17,-,4
2025-01-01,MER-RTL-US-0087,Meridian Store Portland 87,US,RETAIL_OPS,15,1,0
2025-04-01,MER-RTL-US-0087,Meridian Store Portland 87,US,RETAIL_OPS,15,0,1
2025-07-01,MER-RTL-US-0087,Meridian Store Portland 87,US,RETAIL_OPS,16,0,2
2025-10-01,MER-RTL-US-0087,Meridian Store Portland 87,US,RETAIL_OPS,16,0,3
2026-01-01,MER-RTL-US-0087,Meridian Store Portland 87,US,RETAIL_OPS,17,0,4
2026-04-01,MER-RTL-US-0087,Meridian Store Portland 87,US,RETAIL_OPS,17,-,5
2025-01-01,MER-RTL-CA-0088,Meridian Store Vancouver 88,CA,RETAIL_OPS,10,1,0
2025-04-01,MER-RTL-CA-0088,Meridian Store Vancouver 88,CA,RETAIL_OPS,10,0,1
2025-07-01,MER-RTL-CA-0088,Meridian Store Vancouver 88,CA,RETAIL_OPS,10,0,2
2025-10-01,MER-RTL-CA-0088,Meridian Store Vancouver 88,CA,RETAIL_OPS,11,0,3
2026-01-01,MER-RTL-CA-0088,Meridian Store Vancouver 88,CA,RETAIL_OPS,11,0,4
2026-04-01,MER-RTL-CA-0088,Meridian Store Vancouver 88,CA,RETAIL_OPS,11,-,5
2025-01-01,MER-RTL-GB-0089,Meridian Store London 89,GB,RETAIL_OPS,14,1,6
2025-04-01,MER-RTL-GB-0089,Meridian Store London 89,GB,RETAIL_OPS,14,0,0
2025-07-01,MER-RTL-GB-0089,Meridian Store London 89,GB,RETAIL_OPS,15,0,1
2025-10-01,MER-RTL-GB-0089,Meridian Store London 89,GB,RETAIL_OPS,15,0,2
2026-01-01,MER-RTL-GB-0089,Meridian Store London 89,GB,RETAIL_OPS,16,0,3
2026-04-01,MER-RTL-GB-0089,Meridian Store London 89,GB,RETAIL_OPS,16,-,4
2025-01-01,MER-RTL-DE-0090,Meridian Store Munich 90,DE,RETAIL_OPS,14,1,5
2025-04-01,MER-RTL-DE-0090,Meridian Store Munich 90,DE,RETAIL_OPS,15,0,6
2025-07-01,MER-RTL-DE-0090,Meridian Store Munich 90,DE,RETAIL_OPS,15,0,0
2025-10-01,MER-RTL-DE-0090,Meridian Store Munich 90 ,DE,RETAIL_OPS,16,0,1
2026-01-01,MER-RTL-DE-0090,Meridian Store Munich 90,DE,RETAIL_OPS,16,0,2
2026-04-01,MER-RTL-DE-0090,Meridian Store Munich 90,DE,RETAIL_OPS,17,-,3
2025-01-01,MER-DC-US-01,Meridian Austin Distribution Centre,US,SUPPLY_CHAIN,169,21,0
2025-04-01,MER-DC-US-01,Meridian Austin Distribution Centre,US,SUPPLY_CHAIN,174,20,1
2025-07-01,MER-DC-US-01,Meridian Austin Distribution Centre,US,SUPPLY_CHAIN,180,20,2
2025-10-01,MER-DC-US-01,Meridian Austin Distribution Centre,US,SUPPLY_CHAIN,185,20,3
