BOM_ID,PARENT_MODEL_CODE,PARENT_DESCRIPTION,BOM_LEVEL,COMPONENT_PART_NUMBER,COMPONENT_DESCRIPTION,COMPONENT_CATEGORY,QTY_PER_ASSEMBLY,UOM,REF_DESIGNATOR,APPROVED_SUPPLIER_ID,EFFECTIVE_FROM_DATE,EFFECTIVE_TO_DATE,ECO_NUMBER
BOM-50140,PLSXF,Meridian Pulse X Fold 128GB Black,1,CMP-ADH-0296,structural adhesive 197,ADHESIVE,2,GR,A10,0000128570,2023-08-15,9999-12-31,ECO-2024-0164
BOM-50141,PLSXF,Meridian Pulse X Fold 128GB Black,1,CMP-CAM-0301,camera module 194,CAMERA,1,EA,C11,0000110075,2023-08-15,9999-12-31,ECO-2024-0164
BOM-50142,PLSXF,Meridian Pulse X Fold 128GB Black,3,CMP-BAT-0306,Li-ion battery pack 207,BATTERY,8,EA,B12,0000118980,2023-08-15,9999-12-31,ECO-2024-0164
BOM-50143,PLSXF,Meridian Pulse X Fold 128GB Black,2,CMP-FST-0311,torx screw 212,FASTENER,7,EA,F13,0000127885,2023-08-15,9999-12-31,ECO-2024-0165
BOM-50144,PLSXF,Meridian Pulse X Fold 128GB Black,2,CMP-PCB-0316,main logic board assembly 217,PCBA,4,EA,P14,0000109390,2023-08-15,9999-12-31,ECO-2024-0165
BOM-50145,PLS6,Meridian Pulse 6 128GB Black,1,CMP-PCB-0268,main logic board assembly 169,PCBA,1,EA,P01,0000106102,2024-07-15,9999-12-31,ECO-2025-0170
BOM-50146,PLS6,Meridian Pulse 6 128GB Black,1,CMP-CBL-0273,flex ribbon cable 174,CABLE,8,EA,C02,0000115007,2024-07-15,9999-12-31,ECO-2025-0170
BOM-50147,PLS6,Meridian Pulse 6 128GB Black,1,CMP-ENC-0278,machined housing 179,ENCLOSURE,2,EA,E03,0000123912,2024-07-15,9999-12-31,ECO-2025-0170
BOM-50148,PLS6,Meridian Pulse 6 128GB Black,1,CMP-DSP-0283,OLED display module 176,DISPLAY,1,EA,D04,0000105417,2024-07-15,9999-12-31,ECO-2025-0170
BOM-50149,PLS6,Meridian Pulse 6 128GB Black,1,CMP-ADH-0288,structural adhesive 189,ADHESIVE,8,GR,A05,0000114322,2024-07-15,9999-12-31,ECO-2025-0170
BOM-50150,PLS6,Meridian Pulse 6 128GB Black,1,CMP-CAM-0293,camera module 194,CAMERA,1,EA,C06,0000123227,2024-07-15,9999-12-31,ECO-2025-0170
BOM-50151,PLS6,Meridian Pulse 6 128GB Black,1,CMP-BAT-0298,Li-ion battery pack 199,BATTERY,2,EA,B07,0000104732,2024-07-15,9999-12-31,ECO-2025-0171
BOM-50152,PLS6,Meridian Pulse 6 128GB Black,1,CMP-FST-0303,torx screw 204,FASTENER,8,EA,F08,0000113637,2024-07-15,9999-12-31,ECO-2025-0171
BOM-50153,PLS6,Meridian Pulse 6 128GB Black,1,CMP-PCB-0308,main logic board assembly 209,PCBA,1,EA,P09,0000122542,2024-07-15,9999-12-31,ECO-2025-0171
BOM-50154,PLS6,Meridian Pulse 6 128GB Black,1,CMP-CBL-0313,flex ribbon cable 214,CABLE,1,EA,C10,0000134187,2024-07-15,9999-12-31,ECO-2025-0171
BOM-50155,PLS6,Meridian Pulse 6 128GB Black,1,CMP-ENC-0318,machined housing 219,ENCLOSURE,1,EA,E11,0000112952,2024-07-15,9999-12-31,ECO-2025-0171
BOM-50156,PLS6,Meridian Pulse 6 128GB Black,1,CMP-DSP-0323,OLED display module 224,DISPLAY,4,EA,D12,0000121857,2024-07-15,9999-12-31,ECO-2025-0171
BOM-50157,PLS6,Meridian Pulse 6 128GB Black,2,CMP-ADH-0328,structural adhesive 221,ADHESIVE,2,GR,A13,,2024-07-15,9999-12-31,ECO-2025-0172
BOM-50158,PLS6,Meridian Pulse 6 128GB Black,2,CMP-CAM-0333,camera module 234,CAMERA,8,EA,C14,0000112267,2024-07-15,9999-12-31,ECO-2025-0172
BOM-50159,PLS6,Meridian Pulse 6 128GB Black,3,CMP-BAT-0338,Li-ion battery pack 239,BATTERY,8,EA,B15,0000121172,2024-07-15,2026-12-31,ECO-2025-0172
BOM-50160,PLS6P,Meridian Pulse 6 Pro 128GB Black,1,CMP-CAM-0285,camera module 186,CAMERA,4,EA,C01,0000108979,2024-06-15,9999-12-31,ECO-2026-0177
BOM-50161,PLS6P,Meridian Pulse 6 Pro 128GB Black,1,CMP-BAT-0290,Li-ion battery pack 191,BATTERY,1,EA,B02,0000117884,2024-06-15,9999-12-31,ECO-2026-0177
BOM-50162,PLS6P,Meridian Pulse 6 Pro 128GB Black,1,CMP-FST-0295,torx screw 196,FASTENER,13,EA,F03,0000126789,2024-06-15,9999-12-31,ECO-2026-0177
BOM-50163,PLS6P,Meridian Pulse 6 Pro 128GB Black,1,CMP-PCB-0300,main logic board assembly 201,PCBA,2,EA,P04,0000108294,2024-06-15,9999-12-31,ECO-2026-0177
BOM-50164,PLS6P,Meridian Pulse 6 Pro 128GB Black,1,CMP-CBL-0305,flex ribbon cable 206,CABLE,2,EA,C05,0000117199,2024-06-15,9999-12-31,ECO-2026-0177
BOM-50165,PLS6P,Meridian Pulse 6 Pro 128GB Black,1,CMP-ENC-0310,machined housing 203,ENCLOSURE,4,EA,E06,0000126104,2024-06-15,2026-12-31,ECO-2026-0177
BOM-50166,PLS6P,Meridian Pulse 6 Pro 128GB Black,1,CMP-DSP-0315,OLED display module 216,DISPLAY,8,EA,D07,0000107609,2024-06-15,9999-12-31,ECO-2026-0178
BOM-50167,PLS6P,Meridian Pulse 6 Pro 128GB Black,1,CMP-ADH-0320,structural adhesive 221,ADHESIVE,1,ML,A08,0000116514,2024-06-15,9999-12-31,ECO-2026-0178
BOM-50168,PLS6P,Meridian Pulse 6 Pro 128GB Black,1,CMP-CAM-0325,camera module 226,CAMERA,2,EA,C09,0000125419,2024-06-15,9999-12-31,ECO-2026-0178
BOM-50169,PLS6P,Meridian Pulse 6 Pro 128GB Black,1,CMP-BAT-0330,Li-ion battery pack 231,BATTERY,2,EA,B10,0000106924,2024-06-15,9999-12-31,ECO-2026-0178
BOM-50170,PLS6P,Meridian Pulse 6 Pro 128GB Black,1,CMP-FST-0335,torx screw 236,FASTENER,8,EA,F11,0000115829,2024-06-15,9999-12-31,ECO-2026-0178
BOM-50171,PLS6P,Meridian Pulse 6 Pro 128GB Black,1,CMP-PCB-0340,main logic board assembly 241,PCBA,2,EA,P12,0000124734,2024-06-15,9999-12-31,ECO-2026-0178
BOM-50172,PLS6P,Meridian Pulse 6 Pro 128GB Black,1,CMP-CBL-0345,flex ribbon cable 246,CABLE,1,EA,C13,0000106239,2024-06-15,9999-12-31,ECO-2026-0179
BOM-50173,PLS6P,Meridian Pulse 6 Pro 128GB Black,2,CMP-ENC-0350,machined housing 251,ENCLOSURE,8,EA,E14,0000115144,2024-06-15,9999-12-31,ECO-2026-0179
BOM-50174,PLS6P,Meridian Pulse 6 Pro 128GB Black,3,CMP-DSP-0355,OLED display module 248,DISPLAY,8,EA,D15,0000124049,2024-06-15,9999-12-31,ECO-2026-0179
BOM-50175,PLS6P,Meridian Pulse 6 Pro 128GB Black,2,CMP-ADH-0360,structural adhesive 261,ADHESIVE,1,GR,A16,0000105554,2024-06-15,9999-12-31,ECO-2026-0179
BOM-50176,ARA13,Meridian Aura 13 128GB Black,1,CMP-ENC-0302,machined housing 203,ENCLOSURE,1,EA,E01,0000111856,2023-05-15,9999-12-31,ECO-2023-0184
BOM-50177,ARA13,Meridian Aura 13 128GB Black,1,CMP-DSP-0307,OLED display module 208,DISPLAY,4,EA,D02,0000120761,2023-05-15,9999-12-31,ECO-2023-0184
BOM-50178,ARA13,Meridian Aura 13 128GB Black,1,CMP-ADH-0312,structural adhesive 213,ADHESIVE,8,GR,A03,0000132406,2023-05-15,9999-12-31,ECO-2023-0184
BOM-50179,ARA13,Meridian Aura 13 128GB Black,1,CMP-CAM-0317,camera module 218,CAMERA,8,EA,C04,0000111171,2023-05-15,9999-12-31,ECO-2023-0184
BOM-50180,ARA13,Meridian Aura 13 128GB Black,1,CMP-BAT-0322,Li-ion battery pack 223,BATTERY,1,EA,B05,0000120076,2023-05-15,9999-12-31,ECO-2023-0184
BOM-50181,ARA13,Meridian Aura 13 128GB Black,1,CMP-FST-0327,torx screw 228,FASTENER,11,EA,F06,0000128981,2023-05-15,9999-12-31,ECO-2023-0184
BOM-50182,ARA13,Meridian Aura 13 128GB Black,1,CMP-PCB-0332,main logic board assembly 233,PCBA,1,EA,P07,0000110486,2023-05-15,9999-12-31,ECO-2023-0185
BOM-50183,ARA13,Meridian Aura 13 128GB Black,1,CMP-CBL-0337,flex ribbon cable 230,CABLE,1,EA,C08,0000119391,2023-05-15,9999-12-31,ECO-2023-0185
BOM-50184,ARA13,Meridian Aura 13 128GB Black,1,CMP-ENC-0342,machined housing 243,ENCLOSURE,8,EA,E09,0000128296,2023-05-15,9999-12-31,ECO-2023-0185
BOM-50185,ARA13,Meridian Aura 13 128GB Black,1,CMP-DSP-0347,OLED display module 248,DISPLAY,8,EA,D10,0000109801,2023-05-15,9999-12-31,ECO-2023-0185
BOM-50186,ARA13,Meridian Aura 13 128GB Black,1,CMP-ADH-0352,structural adhesive 253,ADHESIVE,8,ML,A11,0000118706,2023-05-15,9999-12-31,ECO-2023-0185
BOM-50187,ARA13,Meridian Aura 13 128GB Black,1,CMP-CAM-0357,camera module 258,CAMERA,1,EA,C12,0000127611,2023-05-15,9999-12-31,ECO-2023-0185
BOM-50188,ARA13,Meridian Aura 13 128GB Black,1,CMP-BAT-0362,Li-ion battery pack 263,BATTERY,4,EA,B13,0000109116,2023-05-15,9999-12-31,ECO-2023-0186
BOM-50189,ARA13,Meridian Aura 13 128GB Black,1,CMP-FST-0367,torx screw 268,FASTENER,9,EA,F14,0000118021,2023-05-15,2026-12-31,ECO-2023-0186
BOM-50190,ARA13,Meridian Aura 13 128GB Black,3,CMP-PCB-0372,main logic board assembly 273,PCBA,4,EA,P15,0000126926,2023-05-15,9999-12-31,ECO-2023-0186
BOM-50191,ARA13,Meridian Aura 13 128GB Black,2,CMP-CBL-0377,flex ribbon cable 278,CABLE,2,EA,C16,0000108431,2023-05-15,9999-12-31,ECO-2023-0186
BOM-50192,ARA13,Meridian Aura 13 128GB Black,2,CMP-ENC-0382,machined housing 275,ENCLOSURE,2,EA,E17,0000117336,2023-05-15,9999-12-31,ECO-2023-0186
BOM-50193,ARA14,Meridian Aura 14 128GB Black,1,CMP-FST-0319,torx screw 212,FASTENER,14,EA,F01,0000114733,2024-04-15,9999-12-31,ECO-2024-0191
BOM-50194,ARA14,Meridian Aura 14 128GB Black,1,CMP-PCB-0324,main logic board assembly 225,PCBA,1,EA,P02,0000123638,2024-04-15,9999-12-31,ECO-2024-0191
BOM-50195,ARA14,Meridian Aura 14 128GB Black,1,CMP-CBL-0329,flex ribbon cable 230,CABLE,1,EA,C03,0000105143,2024-04-15,9999-12-31,ECO-2024-0191
BOM-50196,ARA14,Meridian Aura 14 128GB Black,1,CMP-ENC-0334,machined housing 235,ENCLOSURE,1,EA,E04,0000114048,2024-04-15,9999-12-31,ECO-2024-0191
BOM-50197,ARA14,Meridian Aura 14 128GB Black,1,CMP-DSP-0339,OLED display module 240,DISPLAY,8,EA,D05,0000122953,2024-04-15,9999-12-31,ECO-2024-0191
BOM-50198,ARA14,Meridian Aura 14 128GB Black,1,CMP-ADH-0344,structural adhesive 245,ADHESIVE,1,GR,A06,0000134598,2024-04-15,9999-12-31,ECO-2024-0191
BOM-50199,ARA14,Meridian Aura 14 128GB Black,1,CMP-CAM-0349,camera module 250,CAMERA,1,EA,C07,0000113363,2024-04-15,9999-12-31,ECO-2024-0192
BOM-50200,ARA14,Meridian Aura 14 128GB Black,1,CMP-BAT-0354,Li-ion battery pack 255,BATTERY,8,EA,B08,0000122268,2024-04-15,2026-12-31,ECO-2024-0192
BOM-50201,ARA14,Meridian Aura 14 128GB Black,1,CMP-FST-0359,torx screw 260,FASTENER,11,EA,F09,,2024-04-15,9999-12-31,ECO-2024-0192
BOM-50202,ARA14,Meridian Aura 14 128GB Black,1,CMP-PCB-0364,main logic board assembly 257,PCBA,4,EA,P10,0000112678,2024-04-15,9999-12-31,ECO-2024-0192
BOM-50203,ARA14,Meridian Aura 14 128GB Black,1,CMP-CBL-0369,flex ribbon cable 270,CABLE,8,EA,C11,0000121583,2024-04-15,9999-12-31,ECO-2024-0192
BOM-50204,ARA14,Meridian Aura 14 128GB Black,1,CMP-ENC-0374,machined housing 275,ENCLOSURE,2,EA,E12,0000133228,2024-04-15,9999-12-31,ECO-2024-0192
BOM-50205,ARA14,Meridian Aura 14 128GB Black,1,CMP-DSP-0379,OLED display module 280,DISPLAY,4,EA,D13,0000111993,2024-04-15,9999-12-31,ECO-2024-0193
BOM-50206,ARA14,Meridian Aura 14 128GB Black,1,CMP-ADH-0384,structural adhesive 285,ADHESIVE,1,ML,A14,0000120898,2024-04-15,9999-12-31,ECO-2024-0193
BOM-50207,ARA14,Meridian Aura 14 128GB Black,1,CMP-CAM-0389,camera module 290,CAMERA,1,EA,C15,0000132543,2024-04-15,9999-12-31,ECO-2024-0193
BOM-50208,ARA14,Meridian Aura 14 128GB Black,2,CMP-BAT-0394,Li-ion battery pack 295,BATTERY,1,EA,B16,0000111308,2024-04-15,9999-12-31,ECO-2024-0193
BOM-50209,ARA14,Meridian Aura 14 128GB Black,2,CMP-FST-0399,torx screw 300,FASTENER,11,EA,F17,0000120213,2024-04-15,9999-12-31,ECO-2024-0193
BOM-50210,ARA14,Meridian Aura 14 128GB Black,3,CMP-PCB-0404,main logic board assembly 305,PCBA,1,EA,P18,0000131858,2024-04-15,9999-12-31,ECO-2024-0193
BOM-50211,ARA15,Meridian Aura 15 128GB Black,1,CMP-ADH-0336,structural adhesive 237,ADHESIVE,2,GR,A01,0000117610,2025-03-15,2026-12-31,ECO-2025-0198
BOM-50212,ARA15,Meridian Aura 15 128GB Black,1,CMP-CAM-0341,camera module 242,CAMERA,8,EA,C02,0000126515,2025-03-15,9999-12-31,ECO-2025-0198
BOM-50213,ARA15,Meridian Aura 15 128GB Black,1,CMP-BAT-0346,Li-ion battery pack 239,BATTERY,2,EA,B03,0000108020,2025-03-15,2026-12-31,ECO-2025-0198
BOM-50214,ARA15,Meridian Aura 15 128GB Black,1,CMP-FST-0351,torx screw 252,FASTENER,14,EA,F04,0000116925,2025-03-15,9999-12-31,ECO-2025-0198
BOM-50215,ARA15,Meridian Aura 15 128GB Black,1,CMP-PCB-0356,main logic board assembly 257,PCBA,1,EA,P05,0000125830,2025-03-15,2026-12-31,ECO-2025-0198
BOM-50216,ARA15,Meridian Aura 15 128GB Black,1,CMP-CBL-0361,flex ribbon cable 262,CABLE,8,EA,C06,0000107335,2025-03-15,9999-12-31,ECO-2025-0198
BOM-50217,ARA15,Meridian Aura 15 128GB Black,1,CMP-ENC-0366,machined housing 267,ENCLOSURE,8,EA,E07,0000116240,2025-03-15,9999-12-31,ECO-2025-0199
BOM-50218,ARA15,Meridian Aura 15 128GB Black,1,CMP-DSP-0371,OLED display module 272,DISPLAY,1,EA,D08,0000125145,2025-03-15,9999-12-31,ECO-2025-0199
BOM-50219,ARA15,Meridian Aura 15 128GB Black,1,CMP-ADH-0376,structural adhesive 277,ADHESIVE,8,GR,A09,0000106650,2025-03-15,9999-12-31,ECO-2025-0199
BOM-50220,ARA15,Meridian Aura 15 128GB Black,2,CMP-CAM-0381,camera module 282,CAMERA,8,EA,C10,0000115555,2025-03-15,9999-12-31,ECO-2025-0199
BOM-50221,ARA15,Meridian Aura 15 128GB Black,2,CMP-BAT-0386,Li-ion battery pack 287,BATTERY,1,EA,B11,0000124460,2025-03-15,9999-12-31,ECO-2025-0199
BOM-50222,ARA15,Meridian Aura 15 128GB Black,3,CMP-FST-0391,torx screw 284,FASTENER,11,EA,F12,0000105965,2025-03-15,9999-12-31,ECO-2025-0199
BOM-50223,ARA15P,Meridian Aura 15 Pro 128GB Black,1,CMP-CBL-0353,flex ribbon cable 254,CABLE,8,EA,C01,0000120487,2025-09-15,9999-12-31,ECO-2026-0205
BOM-50224,ARA15P,Meridian Aura 15 Pro 128GB Black,1,CMP-ENC-0358,machined housing 259,ENCLOSURE,1,EA,E02,0000132132,2025-09-15,9999-12-31,ECO-2026-0205
BOM-50225,ARA15P,Meridian Aura 15 Pro 128GB Black,1,CMP-DSP-0363,OLED display module 264,DISPLAY,2,EA,D03,0000110897,2025-09-15,9999-12-31,ECO-2026-0205
BOM-50226,ARA15P,Meridian Aura 15 Pro 128GB Black,1,CMP-ADH-0368,structural adhesive 269,ADHESIVE,2,GR,A04,0000119802,2025-09-15,9999-12-31,ECO-2026-0205
BOM-50227,ARA15P,Meridian Aura 15 Pro 128GB Black,1,CMP-CAM-0373,camera module 266,CAMERA,1,EA,C05,0000128707,2025-09-15,9999-12-31,ECO-2026-0205
BOM-50228,ARA15P,Meridian Aura 15 Pro 128GB Black,1,CMP-BAT-0378,Li-ion battery pack 279,BATTERY,4,EA,B06,0000110212,2025-09-15,9999-12-31,ECO-2026-0205
BOM-50229,ARA15P,Meridian Aura 15 Pro 128GB Black,1,CMP-FST-0383,torx screw 284,FASTENER,11,EA,F07,0000119117,2025-09-15,9999-12-31,ECO-2026-0206
BOM-50230,ARA15P,Meridian Aura 15 Pro 128GB Black,1,CMP-PCB-0388,main logic board assembly 289,PCBA,1,EA,P08,0000128022,2025-09-15,9999-12-31,ECO-2026-0206
BOM-50231,ARA15P,Meridian Aura 15 Pro 128GB Black,1,CMP-CBL-0393,flex ribbon cable 294,CABLE,8,EA,C09,0000109527,2025-09-15,9999-12-31,ECO-2026-0206
BOM-50232,ARA15P,Meridian Aura 15 Pro 128GB Black,1,CMP-ENC-0398,machined housing 299,ENCLOSURE,2,EA,E10,0000118432,2025-09-15,9999-12-31,ECO-2026-0206
BOM-50233,ARA15P,Meridian Aura 15 Pro 128GB Black,2,CMP-DSP-0403,OLED display module 304,DISPLAY,1,EA,D11,0000127337,2025-09-15,9999-12-31,ECO-2026-0206
BOM-50234,ARA15P,Meridian Aura 15 Pro 128GB Black,3,CMP-ADH-0408,structural adhesive 309,ADHESIVE,4,ML,A12,0000108842,2025-09-15,9999-12-31,ECO-2026-0206
BOM-50235,ARA15P,Meridian Aura 15 Pro 128GB Black,2,CMP-CAM-0413,camera module 314,CAMERA,4,EA,C13,0000117747,2025-09-15,9999-12-31,ECO-2026-0207
BOM-50236,ARA16,Meridian Aura 16 128GB Black,1,CMP-BAT-0370,Li-ion battery pack 271,BATTERY,8,EA,B01,0000123364,2021-08-15,9999-12-31,ECO-2023-0212
BOM-50237,ARA16,Meridian Aura 16 128GB Black,1,CMP-FST-0375,torx screw 276,FASTENER,13,EA,F02,0000104869,2021-08-15,9999-12-31,ECO-2023-0212
BOM-50238,ARA16,Meridian Aura 16 128GB Black,1,CMP-PCB-0380,main logic board assembly 281,PCBA,8,EA,P03,0000113774,2021-08-15,9999-12-31,ECO-2023-0212
BOM-50239,ARA16,Meridian Aura 16 128GB Black,1,CMP-CBL-0385,flex ribbon cable 286,CABLE,8,EA,C04,0000122679,2021-08-15,9999-12-31,ECO-2023-0212
BOM-50240,ARA16,Meridian Aura 16 128GB Black,1,CMP-ENC-0390,machined housing 291,ENCLOSURE,4,EA,E05,,2021-08-15,9999-12-31,ECO-2023-0212
BOM-50241,ARA16,Meridian Aura 16 128GB Black,1,CMP-DSP-0395,OLED display module 296,DISPLAY,1,EA,D06,0000113089,2021-08-15,9999-12-31,ECO-2023-0212
BOM-50242,ARA16,Meridian Aura 16 128GB Black,1,CMP-ADH-0400,structural adhesive 293,ADHESIVE,4,GR,A07,0000121994,2021-08-15,9999-12-31,ECO-2023-0213
BOM-50243,ARA16,Meridian Aura 16 128GB Black,1,CMP-CAM-0405,camera module 306,CAMERA,4,EA,C08,0000133639,2021-08-15,2026-12-31,ECO-2023-0213
BOM-50244,ARA16,Meridian Aura 16 128GB Black,1,CMP-BAT-0410,Li-ion battery pack 311,BATTERY,4,EA,B09,0000112404,2021-08-15,2026-12-31,ECO-2023-0213
BOM-50245,ARA16,Meridian Aura 16 128GB Black,1,CMP-FST-0415,torx screw 316,FASTENER,11,EA,F10,0000121309,2021-08-15,9999-12-31,ECO-2023-0213
BOM-50246,ARA16,Meridian Aura 16 128GB Black,1,CMP-PCB-0420,main logic board assembly 321,PCBA,8,EA,P11,0000132954,2021-08-15,9999-12-31,ECO-2023-0213
BOM-50247,ARA16,Meridian Aura 16 128GB Black,3,CMP-CBL-0425,flex ribbon cable 326,CABLE,4,EA,C12,0000111719,2021-08-15,9999-12-31,ECO-2023-0213
BOM-50248,ARA16,Meridian Aura 16 128GB Black,2,CMP-ENC-0430,machined housing 331,ENCLOSURE,2,EA,E13,0000120624,2021-08-15,9999-12-31,ECO-2023-0214
BOM-50249,ARA16,Meridian Aura 16 128GB Black,2,CMP-DSP-0435,OLED display module 336,DISPLAY,4,EA,D14,0000132269,2021-08-15,9999-12-31,ECO-2023-0214
BOM-50250,ARA16P,Meridian Aura 16 Pro 128GB Black,1,CMP-DSP-0387,OLED display module 288,DISPLAY,8,EA,D01,0000126241,2021-07-15,9999-12-31,ECO-2024-0219
BOM-50251,ARA16P,Meridian Aura 16 Pro 128GB Black,1,CMP-ADH-0392,structural adhesive 293,ADHESIVE,4,ML,A02,0000107746,2021-07-15,9999-12-31,ECO-2024-0219
BOM-50252,ARA16P,Meridian Aura 16 Pro 128GB Black,1,CMP-CAM-0397,camera module 298,CAMERA,1,EA,C03,0000116651,2021-07-15,9999-12-31,ECO-2024-0219
BOM-50253,ARA16P,Meridian Aura 16 Pro 128GB Black,1,CMP-BAT-0402,Li-ion battery pack 303,BATTERY,2,EA,B04,0000125556,2021-07-15,9999-12-31,ECO-2024-0219
BOM-50254,ARA16P,Meridian Aura 16 Pro 128GB Black,1,CMP-FST-0407,torx screw 308,FASTENER,7,EA,F05,0000107061,2021-07-15,9999-12-31,ECO-2024-0219
BOM-50255,ARA16P,Meridian Aura 16 Pro 128GB Black,1,CMP-PCB-0412,main logic board assembly 313,PCBA,4,EA,P06,0000115966,2021-07-15,9999-12-31,ECO-2024-0219
BOM-50256,ARA16P,Meridian Aura 16 Pro 128GB Black,1,CMP-CBL-0417,flex ribbon cable 318,CABLE,4,EA,C07,0000124871,2021-07-15,9999-12-31,ECO-2024-0220
BOM-50257,ARA16P,Meridian Aura 16 Pro 128GB Black,1,CMP-ENC-0422,machined housing 323,ENCLOSURE,1,EA,E08,0000106376,2021-07-15,9999-12-31,ECO-2024-0220
BOM-50258,ARA16P,Meridian Aura 16 Pro 128GB Black,1,CMP-DSP-0427,OLED display module 320,DISPLAY,1,EA,D09,0000115281,2021-07-15,9999-12-31,ECO-2024-0220
BOM-50259,ARA16P,Meridian Aura 16 Pro 128GB Black,1,CMP-ADH-0432,structural adhesive 333,ADHESIVE,8,GR,A10,0000124186,2021-07-15,9999-12-31,ECO-2024-0220
BOM-50260,ARA16P,Meridian Aura 16 Pro 128GB Black,1,CMP-CAM-0437,camera module 338,CAMERA,4,EA,C11,0000105691,2021-07-15,9999-12-31,ECO-2024-0220
BOM-50261,ARA16P,Meridian Aura 16 Pro 128GB Black,1,CMP-BAT-0442,Li-ion battery pack 343,BATTERY,8,EA,B12,0000114596,2021-07-15,9999-12-31,ECO-2024-0220
BOM-50262,ARA16P,Meridian Aura 16 Pro 128GB Black,2,CMP-FST-0447,torx screw 348,FASTENER,11,EA,F13,0000123501,2021-07-15,9999-12-31,ECO-2024-0221
BOM-50263,ARA16P,Meridian Aura 16 Pro 128GB Black,2,CMP-PCB-0453,main logic board assembly 354,PCBA,8,EA,P14,0000105006,2021-07-15,9999-12-31,ECO-2024-0221
BOM-50264,ARA16P,Meridian Aura 16 Pro 128GB Black,3,CMP-CBL-0458,flex ribbon cable 359,CABLE,2,EA,C15,0000113911,2021-07-15,9999-12-31,ECO-2024-0221
BOM-50265,ARAST,Meridian Aura Studio 128GB Black,1,CMP-PCB-0404,main logic board assembly 305,PCBA,8,EA,P01,0000131858,2025-06-15,2026-12-31,ECO-2025-0226
BOM-50266,ARAST,Meridian Aura Studio 128GB Black,1,CMP-CBL-0409,flex ribbon cable 302,CABLE,4,EA,C02,0000110623,2025-06-15,9999-12-31,ECO-2025-0226
BOM-50267,ARAST,Meridian Aura Studio 128GB Black,1,CMP-ENC-0414,machined housing 315,ENCLOSURE,2,EA,E03,0000119528,2025-06-15,9999-12-31,ECO-2025-0226
BOM-50268,ARAST,Meridian Aura Studio 128GB Black,1,CMP-DSP-0419,OLED display module 320,DISPLAY,8,EA,D04,0000128433,2025-06-15,9999-12-31,ECO-2025-0226
BOM-50269,ARAST,Meridian Aura Studio 128GB Black,1,CMP-ADH-0424,structural adhesive 325,ADHESIVE,8,ML,A05,0000109938,2025-06-15,9999-12-31,ECO-2025-0226
BOM-50270,ARAST,Meridian Aura Studio 128GB Black,1,CMP-CAM-0429,camera module 330,CAMERA,2,EA,C06,0000118843,2025-06-15,9999-12-31,ECO-2025-0226
BOM-50271,ARAST,Meridian Aura Studio 128GB Black,1,CMP-BAT-0434,Li-ion battery pack 335,BATTERY,1,EA,B07,0000127748,2025-06-15,9999-12-31,ECO-2025-0227
BOM-50272,ARAST,Meridian Aura Studio 128GB Black,1,CMP-FST-0439,torx screw 340,FASTENER,7,EA,F08,0000109253,2025-06-15,9999-12-31,ECO-2025-0227
BOM-50273,ARAST,Meridian Aura Studio 128GB Black,1,CMP-PCB-0444,main logic board assembly 345,PCBA,4,EA,P09,0000118158,2025-06-15,9999-12-31,ECO-2025-0227
BOM-50274,ARAST,Meridian Aura Studio 128GB Black,1,CMP-CBL-0449,flex ribbon cable 350,CABLE,4,EA,C10,0000127063,2025-06-15,9999-12-31,ECO-2025-0227
BOM-50275,ARAST,Meridian Aura Studio 128GB Black,1,CMP-ENC-0455,machined housing 347,ENCLOSURE,1,EA,E11,0000108568,2025-06-15,9999-12-31,ECO-2025-0227
BOM-50276,ARAST,Meridian Aura Studio 128GB Black,1,CMP-DSP-0460,OLED display module 361,DISPLAY,2,EA,D12,0000117473,2025-06-15,9999-12-31,ECO-2025-0227
BOM-50277,ARAST,Meridian Aura Studio 128GB Black,1,CMP-ADH-0465,structural adhesive 366,ADHESIVE,1,ML,A13,0000126378,2025-06-15,2026-12-31,ECO-2025-0228
BOM-50278,ARAST,Meridian Aura Studio 128GB Black,2,CMP-CAM-0470,camera module 371,CAMERA,2,EA,C14,0000107883,2025-06-15,9999-12-31,ECO-2025-0228
BOM-50279,ARAST,Meridian Aura Studio 128GB Black,3,CMP-BAT-0475,Li-ion battery pack 376,BATTERY,4,EA,B15,0000116788,2025-06-15,9999-12-31,ECO-2025-0228
BOM-50280,ARAST,Meridian Aura Studio 128GB Black,2,CMP-FST-0480,torx screw 381,FASTENER,13,EA,F16,0000125693,2025-06-15,9999-12-31,ECO-2025-0228
BOM-50281,ARAGO,Meridian Aura Go 128GB Black,1,CMP-CAM-0421,camera module 322,CAMERA,8,EA,C01,0000134735,2023-05-15,9999-12-31,ECO-2026-0233
BOM-50282,ARAGO,Meridian Aura Go 128GB Black,1,CMP-BAT-0426,Li-ion battery pack 327,BATTERY,2,EA,B02,0000113500,2023-05-15,9999-12-31,ECO-2026-0233
BOM-50283,ARAGO,Meridian Aura Go 128GB Black,1,CMP-FST-0431,torx screw 332,FASTENER,14,EA,F03,0000122405,2023-05-15,2026-12-31,ECO-2026-0233
BOM-50284,ARAGO,Meridian Aura Go 128GB Black,1,CMP-PCB-0436,main logic board assembly 329,PCBA,4,EA,P04,0000134050,2023-05-15,9999-12-31,ECO-2026-0233
