SKU,GTIN,PRODUCT_NAME,MODEL_CODE,PRODUCT_FAMILY,LAUNCH_DATE,END_OF_SALE_DATE,MSRP_USD,COLOR,STORAGE_GB,LIFECYCLE_STATUS,COUNTRY_OF_ORIGIN
MER-SLTMN-128-SLV,08193580001634,Meridian Slate Mini 128GB Silver,SLTMN,SLATE,2024-04-15,9999-12-31,748.99,Silver,128,ACTIVE,TW
MER-SLTMN-128-BLU,08193580001641,Meridian Slate Mini 128GB Blue,SLTMN,SLATE,2024-04-15,9999-12-31,748.99,Blue,128,ACTIVE,CN
MER-SLTMN-256-BLK,08193580001658,Meridian Slate Mini 256GB Black,SLTMN,SLATE,2024-04-15,9999-12-31,848.99,Black,256,ACTIVE,VN
MER-SLTMN-256-SLV,08193580001665,Meridian Slate Mini 256GB Silver,SLTMN,SLATE,2024-04-15,9999-12-31,848.99,Silver,256,ACTIVE,CN
MER-SLTMN-256-BLU,08193580001672,Meridian Slate Mini 256GB Blue,SLTMN,SLATE,2024-04-15,9999-12-31,848.99,Blue,256,ACTIVE,TW
MER-SLT11P-128-BLK,08193580001689,Meridian Slate 11 Pro 128GB Black,SLT11P,SLATE,2022-03-15,9999-12-31,498.99,Black,128,ACTIVE,CN
MER-SLT11P-128-SLV,08193580001696,Meridian Slate 11 Pro 128GB Silver,SLT11P,SLATE,2022-03-15,9999-12-31,498.99,Silver,128,ACTIVE,VN
MER-SLT11P-128-BLU,08193580001702,Meridian Slate 11 Pro 128GB Blue,SLT11P,SLATE,2022-03-15,9999-12-31,498.99,Blue,128,ACTIVE,CN
MER-SLT11P-256-BLK,08193580001719,Meridian Slate 11 Pro 256GB Black,SLT11P,SLATE,2022-03-15,2025-09-30,598.99,Black,256,EOL,TW
MER-SLT11P-256-SLV,08193580001726,Meridian Slate 11 Pro 256GB Silver,SLT11P,SLATE,2022-03-15,9999-12-31,598.99,Silver,256,ACTIVE,CN
MER-SLT11P-256-BLU,08193580001733,Meridian Slate 11 Pro 256GB Blue,SLT11P,SLATE,2022-03-15,9999-12-31,598.99,Blue,256,ACTIVE,VN
MER-SLTKD-128-BLK,08193580001740,Meridian Slate Kids 128GB Black,SLTKD,SLATE,2022-09-15,9999-12-31,498.99,Black,128,ACTIVE,CN
MER-SLTKD-128-SLV,08193580001757,Meridian Slate Kids 128GB Silver,SLTKD,SLATE,2022-09-15,2025-09-30,498.99,Silver,128,ACTIVE,TW
MER-SLTKD-128-BLU,08193580001764,Meridian Slate Kids 128GB Blue,SLTKD,SLATE,2022-09-15,9999-12-31,498.99,Blue,128,ACTIVE,CN
MER-SLTKD-256-BLK,08193580001771,Meridian Slate Kids 256GB Black,SLTKD,SLATE,2022-09-15,9999-12-31,598.99,Black,256,ACTIVE,VN
MER-SLTKD-256-SLV,08193580001788,Meridian Slate Kids 256GB Silver,SLTKD,SLATE,2022-09-15,9999-12-31,598.99,Silver,256,ACTIVE,CN
MER-SLTKD-256-BLU,08193580001795,Meridian Slate Kids 256GB Blue,SLTKD,SLATE,2022-09-15,9999-12-31,598.99,Blue,256,ACTIVE,TW
MER-HLOB1-STD-BLK,08193580001801,Meridian Halo Buds Black,HLOB1,HALO,2023-08-15,2026-09-30,428.99,Black,N/A,EOL,CN
MER-HLOB1-STD-SLV,08193580001818,Meridian Halo Buds Silver,HLOB1,HALO,2023-08-15,9999-12-31,428.99,Silver,,ACTIVE,VN
MER-HLOB1-STD-BLU,08193580001825,Meridian Halo Buds Blue,HLOB1,HALO,2023-08-15,9999-12-31,428.99,Blue,N/A,ACTIVE,CN
MER-HLOB2-STD-BLK,08193580001832,Meridian Halo Buds 2 Black,HLOB2,HALO,2024-04-15,9999-12-31,128.99,Black,,ACTIVE,TW
MER-HLOB2-STD-SLV,08193580001849,Meridian Halo Buds 2 Silver,HLOB2,HALO,2024-04-15,9999-12-31,128.99,Silver,N/A,ACTIVE,CN
MER-HLOB2-STD-BLU,08193580001856,Meridian Halo Buds 2 Blue,HLOB2,HALO,2024-04-15,9999-12-31,128.99,Blue,,ACTIVE,VN
MER-HLOB2-STD-GRN,08193580001863,Meridian Halo Buds 2 Green,HLOB2,HALO,2024-04-15,9999-12-31,128.99,Green,N/A,ACTIVE,CN
MER-HLOB2P-STD-BLK,08193580001870,Meridian Halo Buds 2 Pro Black,HLOB2P,HALO,2024-08-15,9999-12-31,278.99,Black,,ACTIVE,TW
MER-HLOB2P-STD-SLV,08193580001887,Meridian Halo Buds 2 Pro Silver,HLOB2P,HALO,2024-08-15,9999-12-31,278.99,Silver,N/A,ACTIVE,CN
MER-HLOB2P-STD-BLU,08193580001894,Meridian Halo Buds 2 Pro Blue,HLOB2P,HALO,2024-08-15,2027-09-30,278.99,Blue,,EOL,VN
MER-HLOB2P-STD-GRN,08193580001900,Meridian Halo Buds 2 Pro Green,HLOB2P,HALO,2024-08-15,9999-12-31,278.99,Green,N/A,ACTIVE,CN
MER-HLOMX-STD-BLK,08193580001917,Meridian Halo Max Black,HLOMX,HALO,2023-05-15,9999-12-31,128.99,Black,,ACTIVE,TW
MER-HLOMX-STD-SLV,08193580001924,Meridian Halo Max Silver,HLOMX,HALO,2023-05-15,9999-12-31,128.99,Silver,N/A,ACTIVE,CN
MER-HLOMX-STD-BLU,08193580001931,Meridian Halo Max Blue,HLOMX,HALO,2023-05-15,9999-12-31,128.99,Blue,,ACTIVE,VN
MER-HLOMX-STD-GRN,08193580001948,Meridian Halo Max Green,HLOMX,HALO,2023-05-15,9999-12-31,128.99,Green,N/A,ACTIVE,CN
MER-HLOMN-STD-BLK,08193580001955,Meridian Halo Mini Black,HLOMN,HALO,2023-09-15,9999-12-31,328.99,Black,,ACTIVE,TW
MER-HLOMN-STD-SLV,08193580001962,Meridian Halo Mini Silver,HLOMN,HALO,2023-09-15,9999-12-31,328.99,Silver,N/A,ACTIVE,CN
MER-HLOMN-STD-BLU,08193580001979,Meridian Halo Mini Blue,HLOMN,HALO,2023-09-15,9999-12-31,328.99,Blue,,ACTIVE,VN
MER-HLOMN-STD-GRN,08193580001986,Meridian Halo Mini Green,HLOMN,HALO,2023-09-15,2026-09-30,328.99,Green,N/A,EOL,CN
MER-HLOSB-STD-BLK,08193580001993,Meridian Halo Soundbar Black,HLOSB,HALO,2022-06-15,9999-12-31,378.99,Black,,ACTIVE,TW
MER-HLOSB-STD-SLV,08193580002006,Meridian Halo Soundbar Silver,HLOSB,HALO,2022-06-15,9999-12-31,378.99,Silver,N/A,ACTIVE,CN
MER-HLOSB-STD-BLU,08193580002013,Meridian Halo Soundbar Blue,HLOSB,HALO,2022-06-15,9999-12-31,378.99,Blue,,ACTIVE,VN
MER-HLOSB-STD-GRN,08193580002020,Meridian Halo Soundbar Green,HLOSB,HALO,2022-06-15,2025-09-30,378.99,Green,N/A,ACTIVE,CN
MER-HLOST-STD-BLK,08193580002037,Meridian Halo Studio Black,HLOST,HALO,2025-03-15,9999-12-31,228.99,Black,,ACTIVE,TW
MER-HLOST-STD-SLV,08193580002044,Meridian Halo Studio Silver,HLOST,HALO,2025-03-15,9999-12-31,228.99,Silver,N/A,ACTIVE,CN
MER-HLOST-STD-BLU,08193580002051,Meridian Halo Studio Blue,HLOST,HALO,2025-03-15,9999-12-31,228.99,Blue,,ACTIVE,VN
MER-HLOST-STD-GRN,08193580002068,Meridian Halo Studio Green,HLOST,HALO,2025-03-15,9999-12-31,228.99,Green,N/A,ACTIVE,CN
MER-HLOGO-STD-BLK,08193580002075,Meridian Halo Go Black,HLOGO,HALO,2023-07-15,2026-09-30,428.99,Black,,EOL,TW
MER-HLOGO-STD-SLV,08193580002082,Meridian Halo Go Silver,HLOGO,HALO,2023-07-15,9999-12-31,428.99,Silver,N/A,ACTIVE,CN
MER-HLOGO-STD-BLU,08193580002099,Meridian Halo Go Blue,HLOGO,HALO,2023-07-15,9999-12-31,428.99,Blue,,ACTIVE,VN
MER-HLOGO-STD-GRN,08193580002105,Meridian Halo Go Green,HLOGO,HALO,2023-07-15,9999-12-31,428.99,Green,N/A,ACTIVE,CN
MER-HLOA1-STD-BLK,08193580002112,Meridian Halo Arc Black,HLOA1,HALO,2022-04-15,9999-12-31,378.99,Black,,ACTIVE,TW
MER-HLOA1-STD-SLV,08193580002129,Meridian Halo Arc Silver,HLOA1,HALO,2022-04-15,9999-12-31,378.99,Silver,N/A,ACTIVE,CN
MER-HLOA1-STD-BLU,08193580002136,Meridian Halo Arc Blue,HLOA1,HALO,2022-04-15,9999-12-31,378.99,Blue,,ACTIVE,VN
MER-HLOA1-STD-GRN,08193580002143,Meridian Halo Arc Green,HLOA1,HALO,2022-04-15,9999-12-31,378.99,Green,N/A,ACTIVE,CN
MER-HLOH1-STD-BLK,08193580002150,Meridian Halo Home Black,HLOH1,HALO,2024-08-15,9999-12-31,378.99,Black,,ACTIVE,TW
MER-HLOH1-STD-SLV,08193580002167,Meridian Halo Home Silver,HLOH1,HALO,2024-08-15,2027-09-30,378.99,Silver,N/A,EOL,CN
MER-HLOH1-STD-BLU,08193580002174,Meridian Halo Home Blue,HLOH1,HALO,2024-08-15,9999-12-31,378.99,Blue,,ACTIVE,VN
MER-HLOH1-STD-GRN,08193580002181,Meridian Halo Home Green,HLOH1,HALO,2024-08-15,9999-12-31,378.99,Green,N/A,ACTIVE,CN
MER-HLOB3-STD-BLK,08193580002198,Meridian Halo Buds 3 Black,HLOB3,HALO,2025-05-15,9999-12-31,178.99,Black,,ACTIVE,TW
MER-HLOB3-STD-SLV,08193580002204,Meridian Halo Buds 3 Silver,HLOB3,HALO,2025-05-15,9999-12-31,178.99,Silver,N/A,ACTIVE,CN
MER-HLOB3-STD-BLU,08193580002211,Meridian Halo Buds 3 Blue,HLOB3,HALO,2025-05-15,9999-12-31,178.99,Blue,,ACTIVE,VN
MER-HLOB3-STD-GRN,08193580002228,Meridian Halo Buds 3 Green,HLOB3,HALO,2025-05-15,9999-12-31,178.99,Green,N/A,ACTIVE,CN
MER-HLOFT-STD-BLK,08193580002235,Meridian Halo Fit Black,HLOFT,HALO,2022-09-15,9999-12-31,278.99,Black,,ACTIVE,TW
MER-HLOFT-STD-SLV,08193580002242,Meridian Halo Fit Silver,HLOFT,HALO,2022-09-15,9999-12-31,278.99,Silver,N/A,ACTIVE,CN
MER-HLOFT-STD-BLU,08193580002259,Meridian Halo Fit Blue,HLOFT,HALO,2022-09-15,2025-09-30,278.99,Blue,,EOL,VN
MER-HLOFT-STD-GRN,08193580002266,Meridian Halo Fit Green,HLOFT,HALO,2022-09-15,9999-12-31,278.99,Green,N/A,ACTIVE,CN
MER-CRW2-STD-BLK,08193580002273,Meridian Core Watch 2 Black,CRW2,CORE,2022-06-15,9999-12-31,498.99,Black,,ACTIVE,TW
MER-CRW2-STD-SLV,08193580002280,Meridian Core Watch 2 Silver,CRW2,CORE,2022-06-15,9999-12-31,498.99,Silver,N/A,ACTIVE,CN
MER-CRW2-STD-BLU,08193580002297,Meridian Core Watch 2 Blue,CRW2,CORE,2022-06-15,2025-09-30,498.99,Blue,,ACTIVE,VN
MER-CRW2-STD-GRN,08193580002303,Meridian Core Watch 2 Green,CRW2,CORE,2022-06-15,9999-12-31,498.99,Green,N/A,ACTIVE,CN
MER-CRW3-STD-BLK,08193580002310,Meridian Core Watch 3 Black,CRW3,CORE,2023-03-15,9999-12-31,198.99,Black,,ACTIVE,TW
MER-CRW3-STD-SLV,08193580002327,Meridian Core Watch 3 Silver,CRW3,CORE,2023-03-15,9999-12-31,198.99,Silver,N/A,ACTIVE,CN
MER-CRW3-STD-BLU,08193580002334,Meridian Core Watch 3 Blue,CRW3,CORE,2023-03-15,9999-12-31,198.99,Blue,,ACTIVE,VN
MER-CRW3-STD-GRN,08193580002341,Meridian Core Watch 3 Green,CRW3,CORE,2023-03-15,2026-09-30,198.99,Green,N/A,EOL,CN
MER-CRW3P-STD-BLK,08193580002358,Meridian Core Watch 3 Pro Black,CRW3P,CORE,2023-07-15,9999-12-31,348.99,Black,,ACTIVE,TW
MER-CRW3P-STD-SLV,08193580002365,Meridian Core Watch 3 Pro Silver,CRW3P,CORE,2023-07-15,9999-12-31,348.99,Silver,N/A,ACTIVE,CN
MER-CRW3P-STD-BLU,08193580002372,Meridian Core Watch 3 Pro Blue,CRW3P,CORE,2023-07-15,9999-12-31,348.99,Blue,,ACTIVE,VN
MER-CRW3P-STD-GRN,08193580002389,Meridian Core Watch 3 Pro Green,CRW3P,CORE,2023-07-15,9999-12-31,348.99,Green,N/A,ACTIVE,CN
MER-CRW4-STD-BLK,08193580002396,Meridian Core Watch 4 Black,CRW4,CORE,2024-04-15,9999-12-31,248.99,Black,,ACTIVE,TW
MER-CRW4-STD-SLV,08193580002402,Meridian Core Watch 4 Silver,CRW4,CORE,2024-04-15,9999-12-31,248.99,Silver,N/A,ACTIVE,CN
MER-CRW4-STD-BLU,08193580002419,Meridian Core Watch 4 Blue,CRW4,CORE,2024-04-15,9999-12-31,248.99,Blue,,ACTIVE,VN
MER-CRW4-STD-GRN,08193580002426,Meridian Core Watch 4 Green,CRW4,CORE,2024-04-15,9999-12-31,248.99,Green,N/A,ACTIVE,CN
MER-CRBND-STD-BLK,08193580002433,Meridian Core Band Black,CRBND,CORE,2022-08-15,2025-09-30,398.99,Black,,EOL,TW
MER-CRBND-STD-SLV,08193580002440,Meridian Core Band Silver,CRBND,CORE,2022-08-15,9999-12-31,398.99,Silver,N/A,ACTIVE,CN
MER-CRBND-STD-BLU,08193580002457,Meridian Core Band Blue,CRBND,CORE,2022-08-15,9999-12-31,398.99,Blue,,ACTIVE,VN
MER-CRBND-STD-GRN,08193580002464,Meridian Core Band Green,CRBND,CORE,2022-08-15,9999-12-31,398.99,Green,N/A,ACTIVE,CN
MER-CRBN2-STD-BLK,08193580002471,Meridian Core Band 2 Black,CRBN2,CORE,2024-05-15,9999-12-31,198.99,Black,,ACTIVE,TW
MER-CRBN2-STD-SLV,08193580002488,Meridian Core Band 2 Silver,CRBN2,CORE,2024-05-15,9999-12-31,198.99,Silver,N/A,ACTIVE,CN
MER-CRBN2-STD-BLU,08193580002495,Meridian Core Band 2 Blue,CRBN2,CORE,2024-05-15,9999-12-31,198.99,Blue,,ACTIVE,VN
MER-CRBN2-STD-GRN,08193580002501,Meridian Core Band 2 Green,CRBN2,CORE,2024-05-15,9999-12-31,198.99,Green,N/A,ACTIVE,CN
MER-CRRNG-STD-BLK,08193580002518,Meridian Core Ring Black,CRRNG,CORE,2021-09-15,9999-12-31,298.99,Black,,ACTIVE,TW
MER-CRRNG-STD-SLV,08193580002525,Meridian Core Ring Silver,CRRNG,CORE,2021-09-15,2024-09-30,298.99,Silver,N/A,EOL,CN
MER-CRRNG-STD-BLU,08193580002532,Meridian Core Ring Blue,CRRNG,CORE,2021-09-15,9999-12-31,298.99,Blue,,ACTIVE,VN
MER-CRRNG-STD-GRN,08193580002549,Meridian Core Ring Green,CRRNG,CORE,2021-09-15,9999-12-31,298.99,Green,N/A,ACTIVE,CN
MER-CRW4P-STD-BLK,08193580002556,Meridian Core Watch 4 Pro Black,CRW4P,CORE,2024-06-15,9999-12-31,398.99,Black,,ACTIVE,TW
MER-CRW4P-STD-SLV,08193580002563,Meridian Core Watch 4 Pro Silver,CRW4P,CORE,2024-06-15,2027-09-30,398.99,Silver,N/A,ACTIVE,CN
MER-CRW4P-STD-BLU,08193580002570,Meridian Core Watch 4 Pro Blue,CRW4P,CORE,2024-06-15,9999-12-31,398.99,Blue,,ACTIVE,VN
MER-CRW4P-STD-GRN,08193580002587,Meridian Core Watch 4 Pro Green,CRW4P,CORE,2024-06-15,9999-12-31,398.99,Green,N/A,ACTIVE,CN
MER-CRKID-STD-BLK,08193580002594,Meridian Core Kids Black,CRKID,CORE,2021-03-15,9999-12-31,248.99,Black,,ACTIVE,TW
MER-CRKID-STD-SLV,08193580002600,Meridian Core Kids Silver,CRKID,CORE,2021-03-15,9999-12-31,248.99,Silver,N/A,ACTIVE,CN
MER-CRKID-STD-BLU,08193580002617,Meridian Core Kids Blue,CRKID,CORE,2021-03-15,2024-09-30,248.99,Blue,,EOL,VN
MER-CRKID-STD-GRN,08193580002624,Meridian Core Kids Green,CRKID,CORE,2021-03-15,9999-12-31,248.99,Green,N/A,ACTIVE,CN
MER-CRSNS-STD-BLK,08193580002631,Meridian Core Sense Black,CRSNS,CORE,2024-07-15,9999-12-31,248.99,Black,,ACTIVE,TW
MER-CRSNS-STD-SLV,08193580002648,Meridian Core Sense Silver,CRSNS,CORE,2024-07-15,9999-12-31,248.99,Silver,N/A,ACTIVE,CN
MER-CRSNS-STD-BLU,08193580002655,Meridian Core Sense Blue,CRSNS,CORE,2024-07-15,9999-12-31,248.99,Blue,,ACTIVE,VN
MER-CRSNS-STD-GRN,08193580002662,Meridian Core Sense Green,CRSNS,CORE,2024-07-15,9999-12-31,248.99,Green,N/A,ACTIVE,CN
MER-ACCHG-STD-BLK,08193580002679,Meridian PowerHub Charger,ACCHG,ACCESSORY,2023-04-15,9999-12-31,328.99,Black,,ACTIVE,TW
MER-ACDCK-STD-BLK,08193580002686,Meridian HaloPad Charging Dock,ACDCK,ACCESSORY,2023-05-15,9999-12-31,328.99,Black,N/A,ACTIVE,CN
MER-ACDCK-STD-WHT,08193580002693,Meridian HaloPad Charging Dock,ACDCK,ACCESSORY,2023-05-15,9999-12-31,328.99,White,,ACTIVE,VN
MER-ACCSE-STD-BLK,08193580002709,Meridian Pulse Folio Case,ACCSE,ACCESSORY,2022-07-15,9999-12-31,78.99,Black,N/A,ACTIVE,CN
MER-ACCSE-STD-WHT,08193580002716,Meridian Pulse Folio Case,ACCSE,ACCESSORY,2022-07-15,9999-12-31,78.99,White,,ACTIVE,TW
MER-ACKBD-STD-BLK,08193580002723,Meridian Slate Keyboard,ACKBD,ACCESSORY,2022-09-15,9999-12-31,278.99,Black,N/A,ACTIVE,CN
MER-ACKBD-STD-WHT,08193580002730,Meridian Slate Keyboard,ACKBD,ACCESSORY,2022-09-15,9999-12-31,278.99,White,,ACTIVE,VN
MER-ACPEN-STD-BLK,08193580002747,Meridian Slate Pen,ACPEN,ACCESSORY,2025-04-15,9999-12-31,128.99,Black,N/A,ACTIVE,CN
MER-ACPEN-STD-WHT,08193580002754,Meridian Slate Pen,ACPEN,ACCESSORY,2025-04-15,9999-12-31,128.99,White,,ACTIVE,TW
MER-ACCBL-STD-BLK,08193580002761,Meridian DuraLink Cable,ACCBL,ACCESSORY,2022-06-15,9999-12-31,278.99,Black,N/A,ACTIVE,CN
MER-ACCBL-STD-WHT,08193580002778,Meridian DuraLink Cable,ACCBL,ACCESSORY,2022-06-15,9999-12-31,278.99,White,,ACTIVE,VN
MER-ACADP-STD-BLK,08193580002785,Meridian Travel Adapter,ACADP,ACCESSORY,2021-08-15,9999-12-31,128.99,Black,N/A,ACTIVE,CN
MER-ACADP-STD-WHT,08193580002792,Meridian Travel Adapter,ACADP,ACCESSORY,2021-08-15,9999-12-31,128.99,White,,ACTIVE,TW
MER-ACSTR-STD-BLK,08193580002808,Meridian Watch Strap,ACSTR,ACCESSORY,2022-03-15,9999-12-31,178.99,Black,N/A,ACTIVE,CN
MER-ACSTR-STD-WHT,08193580002815,Meridian Watch Strap,ACSTR,ACCESSORY,2022-03-15,9999-12-31,178.99,White,,ACTIVE,VN
MER-ACMNT-STD-BLK,08193580002822,Meridian Car Mount,ACMNT,ACCESSORY,2022-05-15,9999-12-31,28.99,Black,N/A,ACTIVE,CN
MER-ACMNT-STD-WHT,08193580002839,Meridian Car Mount,ACMNT,ACCESSORY,2022-05-15,9999-12-31,28.99,White,,ACTIVE,TW
MER-ACPWB-STD-BLK,08193580002846,Meridian PowerBank 10K,ACPWB,ACCESSORY,2021-07-15,9999-12-31,78.99,Black,N/A,ACTIVE,CN
MER-ACPWB-STD-WHT,08193580002853,Meridian PowerBank 10K,ACPWB,ACCESSORY,2021-07-15,9999-12-31,78.99,White,,ACTIVE,VN
MER-ACSLV-STD-BLK,08193580002860,Meridian Aura Sleeve,ACSLV,ACCESSORY,2023-09-15,9999-12-31,328.99,Black,N/A,ACTIVE,CN
MER-ACSLV-STD-WHT,08193580002877,Meridian Aura Sleeve,ACSLV,ACCESSORY,2023-09-15,9999-12-31,328.99,White,,ACTIVE,TW
MER-ACSCR-STD-BLK,08193580002884,Meridian Screen Shield,ACSCR,ACCESSORY,2025-04-15,9999-12-31,28.99,Black,N/A,ACTIVE,CN
MER-ACSCR-STD-WHT,08193580002891,Meridian Screen Shield,ACSCR,ACCESSORY,2025-04-15,9999-12-31,28.99,White,,ACTIVE,VN
MER-ACHUB-STD-BLK,08193580002907,Meridian USB-C Hub,ACHUB,ACCESSORY,2021-06-15,9999-12-31,278.99,Black,N/A,ACTIVE,CN
MER-ACHUB-STD-WHT,08193580002914,Meridian USB-C Hub,ACHUB,ACCESSORY,2021-06-15,9999-12-31,278.99,White,,ACTIVE,TW
MER-ACBAG-STD-BLK,08193580002921,Meridian Commuter Bag,ACBAG,ACCESSORY,2025-08-15,9999-12-31,278.99,Black,N/A,ACTIVE,CN
MER-ACBAG-STD-WHT,08193580002938,Meridian Commuter Bag,ACBAG,ACCESSORY,2025-08-15,9999-12-31,278.99,White,,ACTIVE,VN
MER-ACDST-STD-BLK,08193580002945,Meridian Desk Stand,ACDST,ACCESSORY,2023-03-15,9999-12-31,178.99,Black,N/A,ACTIVE,CN
MER-ACDST-STD-WHT,08193580002952,Meridian Desk Stand,ACDST,ACCESSORY,2023-03-15,9999-12-31,178.99,White,,ACTIVE,TW
MER-ACEAR-STD-BLK,08193580002969,Meridian Halo Ear Tips,ACEAR,ACCESSORY,2024-05-15,9999-12-31,278.99,Black,N/A,ACTIVE,CN
MER-ACEAR-STD-WHT,08193580002976,Meridian Halo Ear Tips,ACEAR,ACCESSORY,2024-05-15,9999-12-31,278.99,White,,ACTIVE,VN
MER-ACLNS-STD-BLK,08193580002983,Meridian Lens Protector,ACLNS,ACCESSORY,2025-07-15,9999-12-31,278.99,Black,N/A,ACTIVE,CN
MER-ACLNS-STD-WHT,08193580002990,Meridian Lens Protector,ACLNS,ACCESSORY,2025-07-15,9999-12-31,278.99,White,,ACTIVE,TW
MER-ACWCH-STD-BLK,08193580003003,Meridian Watch Charger,ACWCH,ACCESSORY,2024-09-15,9999-12-31,78.99,Black,N/A,ACTIVE,CN
MER-ACWCH-STD-WHT,08193580003010,Meridian Watch Charger,ACWCH,ACCESSORY,2024-09-15,9999-12-31,78.99,White,,ACTIVE,VN
