cycle,state,modeldate,candidate_name,candidate_id,pct_estimate,pct_trend_adjusted,timestamp,comment,election_date,election_qdate,last_qdate,last_enddate,_medpoly2,trend_medpoly2,_shortpoly0,trend_shortpoly0,sum_weight_medium,sum_weight_short,sum_influence,sum_nat_influence,_minpoints,_defaultbasetime,_numloops,_state_houseeffects_weight,_state_trendline_weight,_out_of_state_house_discount,_house_effects_multiplier,_attenuate_endpoints,_nonlinear_polynomial_degree,_shortpoly_combpoly_weight,_nat_shortpoly_combpoly_weight
2016,New Jersey,3/4/2016,Hillary Rodham Clinton,9207,52.72866,52.68113,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,111,2/28/2016,,,52.728664,52.681129,1.059748,1.059748,1.059748,.8121591,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,New York,3/4/2016,Hillary Rodham Clinton,9207,57.71962,57.5613,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,115,3/3/2016,,,57.71962,57.561301,2.292912,2.393991,1.376205,1.117634,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,North Carolina,3/4/2016,Hillary Rodham Clinton,9207,44.42231,44.04568,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,102,2/19/2016,44.725193,44.500827,44.36173,43.954653,7.017797,7.017797,5.563706,1.384402,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Ohio,3/4/2016,Hillary Rodham Clinton,9207,40.64633,40.55891,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,103,2/20/2016,,,40.646326,40.558912,2.498985,2.498985,2.428324,.8983319,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Pennsylvania,3/4/2016,Hillary Rodham Clinton,9207,44.89671,44.83169,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,116,3/2/2016,,,44.896714,44.831687,1.499532,1.499532,1.172013,1.116324,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,South Carolina,3/4/2016,Hillary Rodham Clinton,9207,42.14941,40.78539,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,6,11/16/2015,,,42.14941,40.785389,.7809128,.7809128,.7809128,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Texas,3/4/2016,Hillary Rodham Clinton,9207,44.02904,43.85017,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,107,2/22/2016,,,44.029037,43.85017,1.799316,1.799316,1.799316,1.042643,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Utah,3/4/2016,Hillary Rodham Clinton,9207,29.14072,27.53895,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,34,12/14/2015,,,29.140722,27.538951,.5865651,.5865651,.5865651,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Virginia,3/4/2016,Hillary Rodham Clinton,9207,49.96833,49.48146,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,105,2/22/2016,49.507511,49.468679,50.060497,49.484021,2.093773,2.093773,1.360229,.3552939,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,West Virginia,3/4/2016,Hillary Rodham Clinton,9207,24,23.92601,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,107,2/22/2016,,,24,23.926011,.5626372,.5626372,.5626372,.3260293,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Wisconsin,3/4/2016,Hillary Rodham Clinton,9207,48.39362,47.9726,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,105,2/21/2016,48.303799,48.275815,48.411589,47.911957,3.306806,3.306806,2.057189,.5238943,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Alabama,3/5/2016,Donald Trump,9849,70.11221,68.20728,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,66,1/12/2016,,,70.112206,68.207283,1.293506,1.293506,1.293506,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Alaska,3/5/2016,Donald Trump,9849,51.63105,49.11471,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,63,1/12/2016,,,51.631054,49.114708,.8274046,.8274046,.8274046,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Arizona,3/5/2016,Donald Trump,9849,44,40.35513,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,30,12/9/2015,,,44,40.355125,.8299773,.8299773,.8299773,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Colorado,3/5/2016,Donald Trump,9849,45.95209,43.027,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,113,2/29/2016,,,45.952087,43.027004,2.209496,2.209496,1.012831,.6198347,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Florida,3/5/2016,Donald Trump,9849,46.54695,44.20437,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,110,2/25/2016,47.395423,46.218427,46.377259,43.801561,4.328866,4.328866,2.770836,.824607,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Georgia,3/5/2016,Donald Trump,9849,49.98361,49.16422,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,108,2/23/2016,,,49.983612,49.164223,1.775305,1.775305,1.775305,1.028729,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Illinois,3/5/2016,Donald Trump,9849,27.5,25.17577,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,63,1/9/2016,,,27.500001,25.175769,.7289574,.7289574,.7289574,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Iowa,3/5/2016,Donald Trump,9849,43.18599,40.63622,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,63,1/10/2016,43.199732,40.945949,43.183244,40.574271,5.338463,5.338463,4.136615,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Kansas,3/5/2016,Donald Trump,9849,50.45465,49.44854,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,108,2/26/2016,,,50.454655,49.44854,.3886382,.3886382,.3886382,.2252028,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Michigan,3/5/2016,Donald Trump,9849,38.92251,38.29959,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,116,3/3/2016,38.488836,38.235466,39.00924,38.312415,4.180455,4.180455,3.278449,2.828244,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Minnesota,3/5/2016,Donald Trump,9849,40.26071,37.83764,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,73,1/20/2016,,,40.260708,37.837635,1.084677,1.084677,1.084677,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Missouri,3/5/2016,Donald Trump,9849,43,43,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,118,3/4/2016,,,43,43,.9642869,.9642869,.9642869,1.009344,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Montana,3/5/2016,Donald Trump,9849,55.84331,51.58743,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,13,11/23/2015,,,55.843311,51.587433,.4694052,.4694052,.4694052,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,National,3/5/2016,Donald Trump,9849,42.56142,41.8498,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,117,3/5/2016,41.873454,41.73031,43.249381,41.969283,54.74224,62.88027,7.608812,7.608812,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Nevada,3/5/2016,Donald Trump,9849,46.28367,41.09624,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,6,11/16/2015,,,46.283672,41.096245,.7816904,.7816904,.7816904,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,New Hampshire,3/5/2016,Donald Trump,9849,41.26382,39.18918,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,109,2/28/2016,40.441275,39.187874,41.428324,39.189443,9.321606,9.321606,3.470526,.7028892,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,New Jersey,3/5/2016,Donald Trump,9849,38.23196,37.63839,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,111,2/28/2016,,,38.231961,37.638393,1.059748,1.059748,1.059748,.7626413,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,New York,3/5/2016,Donald Trump,9849,35.19992,34.21104,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,115,3/3/2016,,,35.199922,34.211043,2.292912,2.393991,1.376205,1.05958,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,North Carolina,3/5/2016,Donald Trump,9849,44.26052,42.92312,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,102,2/19/2016,43.419237,42.508847,44.428771,43.005977,7.017797,7.017797,5.563706,1.160422,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Ohio,3/5/2016,Donald Trump,9849,43.62825,42.71097,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,103,2/20/2016,,,43.628255,42.71097,2.498985,2.498985,2.428324,.7815645,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Pennsylvania,3/5/2016,Donald Trump,9849,42.75589,42.18092,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,116,3/2/2016,,,42.755888,42.180915,1.499532,1.499532,1.172013,1.046257,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,South Carolina,3/5/2016,Donald Trump,9849,46.28367,42.16785,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,6,11/16/2015,,,46.283672,42.167854,.7809128,.7809128,.7809128,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Texas,3/5/2016,Donald Trump,9849,46.98365,45.88467,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,107,2/22/2016,,,46.98365,45.884674,1.799316,1.799316,1.799316,.9585683,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Utah,3/5/2016,Donald Trump,9849,37.20357,34.12635,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,34,12/14/2015,,,37.203568,34.126346,.5865651,.5865651,.5865651,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Virginia,3/5/2016,Donald Trump,9849,37.47345,35.33734,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,105,2/22/2016,37.289599,36.092716,37.510218,35.186268,2.093773,2.093773,1.360229,.3211356,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,West Virginia,3/5/2016,Donald Trump,9849,61,60.10392,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,107,2/22/2016,,,61,60.10392,.5626372,.5626372,.5626372,.2997396,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Wisconsin,3/5/2016,Donald Trump,9849,39.85167,37.71172,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,105,2/21/2016,39.554758,38.320636,39.911049,37.589938,3.306806,3.306806,2.057189,.4735265,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Alabama,3/5/2016,Hillary Rodham Clinton,9207,32.67113,32.72914,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,66,1/12/2016,,,32.671135,32.729142,1.293506,1.293506,1.293506,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Alaska,3/5/2016,Hillary Rodham Clinton,9207,44.82418,44.93139,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,63,1/12/2016,,,44.824185,44.931393,.8274046,.8274046,.8274046,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Arizona,3/5/2016,Hillary Rodham Clinton,9207,42,39.83689,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,30,12/9/2015,,,42,39.836891,.8299773,.8299773,.8299773,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Colorado,3/5/2016,Hillary Rodham Clinton,9207,42.03033,41.15434,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,113,2/29/2016,,,42.030326,41.154342,2.209496,2.209496,1.012831,.6198347,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Florida,3/5/2016,Hillary Rodham Clinton,9207,44.90737,44.20454,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,110,2/25/2016,44.526399,44.268001,44.983564,44.191849,4.328866,4.328866,2.770836,.824607,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Georgia,3/5/2016,Hillary Rodham Clinton,9207,41.02874,40.86566,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,108,2/23/2016,,,41.02874,40.865661,1.775305,1.775305,1.775305,1.028729,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Illinois,3/5/2016,Hillary Rodham Clinton,9207,36.5,36.61383,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,63,1/9/2016,,,36.5,36.613827,.7289574,.7289574,.7289574,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Iowa,3/5/2016,Hillary Rodham Clinton,9207,45.31902,44.94781,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,63,1/10/2016,45.157765,45.352877,45.351265,44.8668,5.338463,5.338463,4.136615,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Kansas,3/5/2016,Hillary Rodham Clinton,9207,37.2366,37.0628,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,108,2/26/2016,,,37.236603,37.062801,.3886382,.3886382,.3886382,.2252028,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Michigan,3/5/2016,Hillary Rodham Clinton,9207,48.94653,48.93694,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,116,3/3/2016,50.331522,50.375776,48.669528,48.649174,4.180455,4.180455,3.278449,2.828244,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Minnesota,3/5/2016,Hillary Rodham Clinton,9207,43.72169,43.46215,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,73,1/20/2016,,,43.721687,43.46215,1.084677,1.084677,1.084677,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Missouri,3/5/2016,Hillary Rodham Clinton,9207,38,38,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,118,3/4/2016,,,38,38,.9642869,.9642869,.9642869,1.009344,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Montana,3/5/2016,Hillary Rodham Clinton,9207,31.1697,29.72693,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,13,11/23/2015,,,31.169702,29.726932,.4694052,.4694052,.4694052,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,National,3/5/2016,Hillary Rodham Clinton,9207,47.32251,46.99854,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,117,3/5/2016,47.378423,47.076327,47.266603,46.920747,54.74224,62.88027,7.608812,7.608812,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,Nevada,3/5/2016,Hillary Rodham Clinton,9207,42.14959,40.43193,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,6,11/16/2015,,,42.14959,40.431934,.7816904,.7816904,.7816904,0,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,New Hampshire,3/5/2016,Hillary Rodham Clinton,9207,46.90791,46.40594,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,109,2/28/2016,46.213273,45.777044,47.046833,46.531725,9.321606,9.321606,3.470526,.7028892,5,20,5,.5,.5,.02,1,yes,2,.8,.5
2016,New Jersey,3/5/2016,Hillary Rodham Clinton,9207,52.72885,52.6184,18:51:39 14 Jun 2020,full archive 1968-2016,11/8/2016,448,111,2/28/2016,,,52.728851,52.618397,1.059748,1.059748,1.059748,.7626413,5,20,5,.5,.5,.02,1,yes,2,.8,.5
