API_WellNo,Cnty,Hole,SideTrck,Completion,Well_Name,Company_name,Operator_number,Well_Type,Map_Symbol,Well_Status,Date_Status,Date_Permit_Application,Permit_Issued,Date_Spudded,Date_Total_Depth,Date_Well_Completed,Date_well_plugged,Date_well_confidential,confid,town,quad,quadsec,Producing_name,Producing_formation,Financial_security,Slant,County,Region,State_lease,Proposed_depth,Surface_location,Surface_Longitude,Surface_latitude,Bottom_hole_location,Bottom_hole_longitude,Bottom_hole_latitude,True_vertical_depth,Measured_depth,Kickoff,DrilledDepth,Elevation,Original_well_type,Permit_Fee,Objective_formation,Depth_Fee,Spacing,Spacing_Acres,Integration,Dt_Hearing,Dt_Mod,LINK
31003002320000,3,232,0,0,Hackett Geo 1,Empire Gas & Fuel,9263,DW,DHP,PA,,,,,,1945-12-01 00:00:00,,,No,Friendship,Belmont,D,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.079359999999994,42.181710000000002,BH,-78.079359999999994,42.181710000000002,4371,4371,0,4371,2085 ,NL,0,Not Applicable,-100,,,,,1998-11-13 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002320000
31003002330000,3,233,0,0,Vossler Katherine 1,Hanley & Bird,542,GW,GWP,PA,,,,,,1944-04-25 00:00:00,1944-04-27 00:00:00,,No,Alma,Allentown,D,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.011170000000007,42.083399999999997,BH,-78.011170000000007,42.083399999999997,4795,4795,0,4795,2034 ,NL,0,Not Applicable,-100,,,,,2005-10-13 10:08:19.177000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002330000
31003002340000,3,234,0,0,Genung Deforest 1,Hanley & Bird,542,GW,GWP,PA,,,,,,1943-11-05 00:00:00,,,No,Wellsville,Allentown,C,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.004159999999999,42.089449999999999,BH,-78.004159999999999,42.089449999999999,4900,4900,0,4900,2163 ,NL,0,Not Applicable,-100,,,,,1995-10-23 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002340000
31003002350000,3,235,0,0,Gadsby J 1,Allegany Gas,9340,DW,DHP,PA,,,,,,1943-05-06 00:00:00,,,No,Bolivar,Bolivar,I,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.146659999999997,42.005920000000003,BH,-78.146659999999997,42.005920000000003,4973,4973,0,4973,2016 ,NL,0,Not Applicable,-100,,,,,1998-10-30 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002350000
31003002360000,3,236,0,0,Vossler C W 1,"Cabot, G.L.",9481,DW,DHP,PA,,,,,,1939-03-01 00:00:00,,,No,Alma,Allentown,F,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.010319999999993,42.05782,BH,-78.010319999999993,42.05782,5303,5303,0,5303,2418 ,NL,0,Not Applicable,-100,,,,,1995-12-13 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002360000
31003002370000,3,237,0,0,Carpenter Forest 1,Witner & Fairman,9268,DW,DHP,PA,,,,,,1936-08-04 00:00:00,,,No,Amity,Belmont,C,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.99973,42.214309999999998,BH,-77.99973,42.214309999999998,3956,3956,0,3956,1785 ,NL,0,Not Applicable,-100,,,,,1995-10-12 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002370000
31003002380000,3,238,0,0,Gillette Elmer 1,"Cabot, G.L.",9481,DW,DHP,PA,,,,,,1936-02-18 00:00:00,,,No,Amity,Belmont,E,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.073250000000002,42.177190000000003,BH,-78.073250000000002,42.177190000000003,4354,4354,0,4354,1928 ,NL,0,Not Applicable,-100,,,,,1995-12-13 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002380000
31003002390000,3,239,0,0,Ballard Hazzard 1,Columbia Gas Transmission Corp.,31,DH,DHP,PA,,,,1932-07-18 00:00:00,,1933-01-02 00:00:00,,,No,Wirt,Bolivar,B,Boyle,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.177459999999996,42.108159999999998,BH,-78.177459999999996,42.108159999999998,4615,4615,0,4615,2101 ,NL,0,Not Applicable,-100,,,,,1998-12-30 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002390000
31003002400000,3,240,0,0,Wightman 1,National Drilling & Dev.,9312,DW,DHP,PA,,,,1929-07-24 00:00:00,,1930-05-02 00:00:00,,,No,Wirt,Bolivar,C,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.143969999999996,42.12115,BH,-78.143969999999996,42.12115,4160,4160,0,4160,2216 ,NL,0,Not Applicable,-100,,,,,1998-10-30 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002400000
31003002410000,3,241,0,0,Briggs 1,Chautauqua Holdings Co.,9293,DW,DHP,PA,,,,1929-02-28 00:00:00,,1929-07-01 00:00:00,,,No,Clarksville,Friendship,,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.219229999999996,42.157800000000002,BH,-78.219229999999996,42.157800000000002,4010,4010,0,4010,1797 ,NL,0,Not Applicable,-100,,,,,1995-10-13 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002410000
31003002420000,3,242,0,0,Moore R B 1,Columbia Gas Transmission Corp.,31,DW,DHP,PA,,,,1928-12-07 00:00:00,,1929-02-17 00:00:00,,,No,Wirt,Bolivar,C,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.141559999999998,42.108829999999998,BH,-78.141559999999998,42.108829999999998,4130,4130,0,4130,2003 ,NL,0,Not Applicable,-100,,,,,1999-01-07 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002420000
31003002430000,3,243,0,0,Dick F Or W C Phillips 1,Columbia Gas Transmission Corp.,31,DW,DHP,PA,,,,1928-12-03 00:00:00,,,,,No,Wirt,Bolivar,C,Wirt,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.148009999999999,42.105269999999997,BH,-78.148009999999999,42.105269999999997,4780,4780,0,4780,2140 ,NL,0,Not Applicable,-100,,,,,1994-11-22 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002430000
31003002440000,3,244,0,0,Newton L 1,"Cady, et al",9311,DW,DHP,PA,,,,1929-01-04 00:00:00,,1929-12-18 00:00:00,,,No,Wirt,Belmont,G,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.089889999999997,42.143360000000001,BH,-78.089889999999997,42.143360000000001,6500,6500,0,6500,1940 ,NL,0,Not Applicable,-100,,,,,1995-10-23 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002440000
31003002450000,3,245,0,0,Reed Don 1,Columbia Gas Transmission Corp.,31,DW,DHP,PA,,,,1929-05-10 00:00:00,,1930-05-07 00:00:00,,,No,Wirt,Bolivar,C,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.128829999999994,42.121769999999998,BH,-78.128829999999994,42.121769999999998,4675,4675,0,4675,2130 ,NL,0,Not Applicable,-100,,,,,1999-01-07 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002450000
31003002460000,3,246,0,0,Chadwick F 1,Columbia Gas Transmission Corp.,31,OD,OWP,PA,,,,1928-09-27 00:00:00,,1929-02-25 00:00:00,1929-02-18 00:00:00,,No,Wirt,Bolivar,B,Richburg,Richburg,False,Vertical,Allegany,9,NA,0,SURF,-78.170649999999995,42.093850000000003,BH,-78.170649999999995,42.093850000000003,4850,4850,0,4850,1810 ,NL,0,Not Applicable,-100,,,,,1999-02-03 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002460000
31003002470000,3,247,0,0,Gilbert A 1,"Vandermark Exploration, Inc.",1201,GD,GW,NR,,,,1928-06-11 00:00:00,1928-09-11 00:00:00,1928-09-11 00:00:00,,,No,Wirt,Bolivar,C,Gilbert,Tully,False,Vertical,Allegany,9,NA,0,SURF,-78.145449999999997,42.119430000000001,BH,-78.145449999999997,42.119430000000001,6250,6250,0,6250,2072 ,NL,0,Oriskany,-100,,,,,2014-04-14 10:28:15.560000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002470000
31003002480000,3,248,0,0,Monaghan Dan 1,Penn York Natural Gas,9565,DW,DHP,PA,,,,,,1941-07-13 00:00:00,,,No,Birdsall,Canaseraga,D,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.842330000000004,42.434750000000001,BH,-77.842330000000004,42.434750000000001,2898,2898,0,2898,1558 ,NL,0,Not Applicable,-100,,,,,1995-12-18 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002480000
31003002500000,3,250,0,0,Conrad Grace 1,Allegany Gas,9340,DW,DHP,PA,,,,,,1943-07-08 00:00:00,,,No,Angelica,West Almond,,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.976690000000005,42.263550000000002,BH,-77.976690000000005,42.263550000000002,3806,3806,0,3806,1787 ,NL,0,Not Applicable,-100,,,,,1995-10-27 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002500000
31003002510000,3,251,0,0,Lorello Ernest 1,Penn York Natural Gas,9565,DW,DHP,PA,,,,,,1940-06-06 00:00:00,,,No,Almond,Alfred,F,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.798599999999993,42.320480000000003,BH,-77.798599999999993,42.320480000000003,3531,3531,0,3531,1534 ,NL,0,Not Applicable,-100,,,,,1995-12-18 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002510000
31003002520000,3,252,0,0,Terwilligar F 1,Witmer Oil & Gas,9270,DW,DHP,PA,,,,1936-12-21 00:00:00,,1937-02-02 00:00:00,,,No,Angelica,West Almond,,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.983990000000006,42.334090000000003,BH,-77.983990000000006,42.334090000000003,4027,4027,0,4027,2033 ,NL,0,Not Applicable,-100,,,,,1995-10-12 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002520000
31003002530000,3,253,0,0,Engalls Est Frank Engle 1,Witmer Oil & Gas,9270,DW,DHP,PA,,,,,,1936-10-05 00:00:00,,,No,West Almond,West Almond,,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.952039999999997,42.329549999999998,BH,-77.952039999999997,42.329549999999998,3800,3800,0,3800,1736 ,NL,0,Not Applicable,-100,,,,,1995-10-12 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002530000
31003002540000,3,254,0,0,Snyder Wm 1,Beers & Fralick,9269,GW,GW,UN,,,,,,1936-01-18 00:00:00,,,No,Angelica,West Almond,,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.966390000000004,42.339179999999999,BH,-77.966390000000004,42.339179999999999,4104,4104,0,4104,2168 ,NL,0,Not Applicable,-100,,,,,2003-01-24 15:53:37.343000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002540000
31003002560000,3,256,0,0,Scott (Bassett) EC-455,National Fuel Gas Supply Corp.,431,MS,O,AC,2009-12-31 00:00:00,,1976-09-01 00:00:00,1976-10-03 00:00:00,1976-10-17 00:00:00,1977-06-08 00:00:00,,,No,Independence,Whitesville,F,Beech Hill,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.790480000000002,42.0779,BH,-77.790480000000002,42.0779,4862,4862,0,4862,2062 ,NL,0,Not Applicable,-100,,,,,2011-04-26 15:48:21.423000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002560000
31003002580000,3,258,0,0,Perry (Johnson) EC-488,National Fuel Gas Supply Corp.,431,MS,O,AC,2009-12-31 00:00:00,,,,,1938-02-09 00:00:00,,,No,Willing,Wellsville South,I,Beech Hill,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.888710000000003,42.031140000000001,BH,-77.888710000000003,42.031140000000001,4745,4745,0,4745,2015 ,NL,0,Not Applicable,-100,,,,,2011-04-26 15:48:21.423000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002580000
31003002590000,3,259,0,0,Stout G (Wilson C) EC-483,National Fuel Gas Supply Corp.,431,MS,O,AC,2009-12-31 00:00:00,1987-06-08 00:00:00,1987-07-08 00:00:00,1977-07-29 00:00:00,1977-08-16 00:00:00,1937-10-29 00:00:00,,,No,Willing,Whitesville,D,Beech Hill,Oriskany,True,Vertical,Allegany,9,NA,5070,SURF,-77.861450000000005,42.049160000000001,BH,-77.861450000000005,42.049160000000001,4991,4991,0,4991,2288 ,NL,0,Oriskany,-100,,,,,2011-04-26 15:48:21.423000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002590000
31003002600000,3,260,0,0,Carpenter Forest 1,Witner & Fairman,9268,DW,DHP,PA,,,,,,,,,No,Amity,Wellsville North,A,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.999210000000005,42.217889999999997,BH,-77.999210000000005,42.217889999999997,3956,3956,0,3956,1785 ,NL,0,Not Applicable,-100,,,,,1995-10-12 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002600000
31003002610000,3,261,0,0,Loring Milton 1,"Loring, Robert  H.",906,DW,DHP,PA,,,,,,1935-08-28 00:00:00,1982-10-18 00:00:00,,No,Willing,Wellsville South,F,Beech Hill-Independence,Richburg,False,Vertical,Allegany,9,NA,0,SURF,-77.894630000000006,42.049849999999999,BH,-77.894630000000006,42.049849999999999,4671,4671,0,4671,1855 ,NL,0,Not Applicable,-100,,,,,2013-01-24 10:19:58.270000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002610000
31003002640000,3,264,0,0,Regan C 1,Cunningham Natural Gas Corp.,261,GD,GWP,PA,,,,,,1934-08-12 00:00:00,1959-08-11 00:00:00,,No,Willing,Wellsville South,H,State Line,Oriskany,False,Vertical,Allegany,9,NA,0,SURF,-77.955079999999995,42.000279999999997,BH,-77.955079999999995,42.000279999999997,4878,4878,0,4878,2135 ,NL,0,Oriskany,-100,,,,,2004-01-05 10:39:59.013000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002640000
31003002650000,3,265,0,0,Black E S 1,Pavilion Natural Gas Co.,60,DW,DHP,PA,,,,,,1933-06-19 00:00:00,,,No,Scio,Wellsville North,E,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.944090000000003,42.174439999999997,BH,-77.944090000000003,42.174439999999997,4103,4103,0,4103,1778 ,NL,0,Not Applicable,-100,,,,,1989-05-31 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002650000
31003002660000,3,266,0,0,Randolph A 1,"Johnson, Norwood",9276,DW,DHP,PA,,,,,,1933-01-02 00:00:00,,,No,Alfred,Andover,B,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.806669999999997,42.23659,BH,-77.806669999999997,42.23659,4381,4381,0,4381,2240 ,NL,0,Not Applicable,-100,,,,,1995-10-12 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002660000
31003002670000,3,267,0,0,Hayes Maud 1,"Clancy, I.P.",9265,DW,DHP,PA,,,,,,1940-07-10 00:00:00,,,No,Ward,Wellsville North,E,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.938569999999999,42.199739999999998,BH,-77.938569999999999,42.199739999999998,4460,4460,0,4460,2161 ,NL,0,Not Applicable,-100,,,,,1995-10-10 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002670000
31003002700000,3,270,0,0,Lynch A 1,Cabot Oil & Gas Corp.,209,DW,DHP,PA,,,,,,1940-03-24 00:00:00,,,No,Andover,Andover,H,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.827240000000003,42.12961,BH,-77.827240000000003,42.12961,5002,5002,0,5002,2274 ,NL,0,Not Applicable,-100,,,,,1995-10-10 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002700000
31003002720000,3,272,0,0,Padden Est 1,Penn-York Energy Corp.,706,DW,DHP,PA,,,,,,1939-12-17 00:00:00,,,No,Andover,Andover,H,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.818399999999997,42.136899999999997,BH,-77.818399999999997,42.136899999999997,4629,4629,0,4629,1897 ,NL,0,Not Applicable,-100,,,,,1989-05-31 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002720000
31003002730000,3,273,0,0,McEwen + Morton 1,"Clancy, I.P.",9265,DW,DHP,PA,,,,,,1939-11-27 00:00:00,,,No,Amity,Wellsville North,D,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.973860000000002,42.205379999999998,BH,-77.973860000000002,42.205379999999998,4404,4404,0,4404,2157 ,NL,0,Not Applicable,-100,,,,,1995-10-10 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002730000
31003002740000,3,274,0,0,Rigby Cyrus 1,Van Gilder,9279,DW,DHP,PA,,,,,,1939-11-09 00:00:00,,,No,Independence,Whitesville,H,Beech Hill-Independence,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.800039999999996,42.005159999999997,BH,-77.800039999999996,42.005159999999997,5513,5513,0,5513,2269 ,NL,0,Not Applicable,-100,,,,,1995-12-14 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002740000
31003002760000,3,276,0,0,Lynch (Clark) EC-484,National Fuel Gas Supply Corp.,431,ST,S,AC,2009-12-31 00:00:00,1987-06-08 00:00:00,1987-07-08 00:00:00,1977-09-01 00:00:00,1977-09-16 00:00:00,1939-09-17 00:00:00,,,No,Willing,Whitesville,D,Beech Hill,Oriskany,True,Vertical,Allegany,9,NA,4912,SURF,-77.842269999999999,42.05397,BH,-77.842269999999999,42.05397,4943,4943,0,4943,2142 ,NL,0,Oriskany,-100,,,,,2011-04-26 15:48:21.423000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002760000
31003002770000,3,277,0,0,Baham C 1,Belmont Quadrangle Drilling,9034,DW,DHP,PA,,,,,,1939-10-31 00:00:00,,,No,Independence,Whitesville,I,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.779560000000004,42.012309999999999,BH,-77.779560000000004,42.012309999999999,5373,5373,0,5373,2209 ,NL,0,Not Applicable,-100,,,,,1998-10-30 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003002770000
31003003350000,3,335,0,0,Barringer Benton E 1,Appalachian Development,9261,DW,DHP,PA,,,,,,1943-10-11 00:00:00,,,No,Belfast,Black Creek,C,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.162719999999993,42.347700000000003,BH,-78.162719999999993,42.347700000000003,3096,3096,0,3096,1438 ,NL,0,Not Applicable,-100,,,,,1997-06-04 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003350000
31003003360000,3,336,0,0,Harback 1,Hill & McKinney,9304,DW,DHP,PA,,,,,,1940-02-01 00:00:00,,,No,New Hudson,Black Creek,G,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.225960000000001,42.266570000000002,BH,-78.225960000000001,42.266570000000002,3381,3381,0,3381,1484 ,NL,0,Not Applicable,-100,,,,,1997-06-04 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003360000
31003003370000,3,337,0,0,Hooker Sydney 1,McKiney & Williams,9288,DW,DHP,PA,,,,,,1939-11-04 00:00:00,,,No,Angelica,Angelica,E,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.044550000000001,42.330379999999998,BH,-78.044550000000001,42.330379999999998,3700,3700,0,3700,1742 ,NL,0,Not Applicable,-100,,,,,1995-10-13 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003370000
31003003380000,3,338,0,0,Murray Est 1,"Cabot, G.L.",9481,DW,DHP,PA,,,,,,1935-11-04 00:00:00,,,No,Belfast,Black Creek,C,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.147149999999996,42.340829999999997,BH,-78.147149999999996,42.340829999999997,3476,3476,0,3476,1804 ,NL,0,Not Applicable,-100,,,,,1997-06-04 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003380000
31003003390000,3,339,0,0,Bennett Leon 1,"Sanderson, et al",9300,DW,DHP,PA,,,,,,1935-08-28 00:00:00,,,No,Granger,Birdsall,,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-77.994320000000002,42.45194,BH,-77.994320000000002,42.45194,3186,3186,0,3186,2002 ,NL,0,Not Applicable,-100,,,,,1995-10-23 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003390000
31003003400000,3,340,0,0,Barringer D 1,Appalachian Development,9261,DW,DHP,PA,,,,,,1935-07-13 00:00:00,,,No,Belfast,Black Creek,C,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.160659999999993,42.341929999999998,BH,-78.160659999999993,42.341929999999998,3185,3185,0,3185,1554 ,NL,0,Not Applicable,-100,,,,,1997-06-04 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003400000
31003003410000,3,341,0,0,Murray E 1,Benedum & Trees,9291,GW,GW,UN,,,,,,1935-01-12 00:00:00,,,No,Belfast,Black Creek,C,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.151219999999995,42.345230000000001,BH,-78.151219999999995,42.345230000000001,3225,3225,0,3225,1634 ,NL,0,Not Applicable,-100,,,,,2003-01-24 15:53:37.360000000,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003410000
31003003420000,3,342,0,0,Ford R C 1,Pavilion Natural Gas Co.,60,DW,DHP,PA,,,,,,1933-02-09 00:00:00,,,No,Belfast,Black Creek,C,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.156790000000001,42.334769999999999,BH,-78.156790000000001,42.334769999999999,3450,3450,0,3450,1750 ,NL,0,Not Applicable,-100,,,,,1997-06-04 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003420000
31003003430000,3,343,0,0,Clark 1,Hanley & Bird,542,DW,DHP,PA,,,,1929-08-20 00:00:00,,1930-04-18 00:00:00,,,No,Angelica,Angelica,,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.056520000000006,42.270150000000001,BH,-78.056520000000006,42.270150000000001,4260,4260,0,4260,1350 ,NL,0,Not Applicable,-100,,,,,1993-12-30 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003430000
31003003440000,3,344,0,0,Cline Raymond 1,Witmer Oil & Gas,9270,DW,DHP,PA,,,,,,1936-06-01 00:00:00,,,No,Amity,Angelica,,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.007490000000004,42.257770000000001,BH,-78.007490000000004,42.257770000000001,3675,3675,0,3675,1693 ,NL,0,Not Applicable,-100,,,,,1995-10-12 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003440000
31003003450000,3,345,0,0,Connors Matt 1,Filmer Oil & Gas,9303,DW,DHP,PA,,,,1929-09-11 00:00:00,,1930-01-25 00:00:00,,,No,Hume,Houghton,,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.154520000000005,42.469540000000002,BH,-78.154520000000005,42.469540000000002,5084,5084,0,5084,1517 ,NL,0,Not Applicable,-100,,,,,1995-10-23 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003450000
31003003460000,3,346,0,0,Royce 1,Belmont Quadrangle Drilling,9034,DW,DHP,PA,,,,,,1930-01-14 00:00:00,,,No,Belfast,Angelica,,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.087689999999995,42.282519999999998,BH,-78.087689999999995,42.282519999999998,1850,1850,0,1850,1980 ,NL,0,Not Applicable,-100,,,,,1995-10-12 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003460000
31003003470000,3,347,0,0,Byron Bessie,"French, Harold",9275,DW,DHP,PA,,,,,,1942-02-03 00:00:00,,,No,Allen,Fillmore,,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.057730000000006,42.382210000000001,BH,-78.057730000000006,42.382210000000001,3343,3343,0,3343,1971 ,NL,0,Not Applicable,-100,,,,,1995-10-12 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003470000
31003003480000,3,348,0,0,Lilley Frank L 1,"French, Harold",9275,DW,DHP,PA,,,,,,1941-07-22 00:00:00,,,No,Allen,Fillmore,,Not Applicable,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.031610000000001,42.393630000000002,BH,-78.031610000000001,42.393630000000002,3015,3015,0,3015,1672 ,NL,0,Not Applicable,-100,,,,,1995-10-12 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003480000
31003003490000,3,349,0,0,Phipps Mina G 1,Belmont Quadrangle Drilling,9034,DH,DHP,PA,,,,,,1941-04-17 00:00:00,,,No,Allen,Fillmore,,Allen,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.026060000000001,42.408760000000001,BH,-78.026060000000001,42.408760000000001,0,0,0,0,1661 ,NL,0,Not Applicable,-100,,,,,1999-01-20 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003490000
31003003500000,3,350,0,0,Woodruff Fanny Est 1,Higgins et al,9258,DH,DHP,PA,,,,,,1941-02-14 00:00:00,,,No,Allen,Fillmore,,Allen,Not Applicable,False,Vertical,Allegany,9,NA,0,SURF,-78.031049999999993,42.413429999999998,BH,-78.031049999999993,42.413429999999998,3018,3018,0,3018,1704 ,NL,0,Not Applicable,-100,,,,,1999-01-25 00:00:00,http://www.dec.ny.gov/cfmx/extapps/GasOil/search/wells/index.cfm?api=31003003500000
